Customer_ID,Nationality,Membership_Level,Age_Group,Registration_Date,Preferred_Category
C-0962,US,Silver,30s,2024-02-16,Apparel
C-0963,IN,Gold,40s,2024-02-06,Souvenir
C-0964,US,Gold,50s+,2026-02-26,Jewellery
C-0965,CN,Non-Member,40s,2025-09-26,Cosmetics
C-0966,GB,Non-Member,20s,2023-11-16,Souvenir
C-0967,US,Non-Member,30s,2024-03-24,Jewellery
C-0968,CN,Non-Member,20s,2025-03-27,Honey
C-0969,CN,Silver,40s,2023-12-24,Souvenir
C-0970,SG,Diamond,50s+,2026-03-16,Confectionery
C-0971,CN,Non-Member,40s,2024-01-27,Souvenir
C-0972,IN,Non-Member,40s,2025-03-05,Souvenir
C-0973,IN,Gold,40s,2023-09-11,Confectionery
C-0974,US,Non-Member,20s,2025-01-24,Apparel
C-0975,NZ,Non-Member,50s+,2024-04-03,Souvenir
C-0976,CN,Gold,20s,2024-09-30,Honey
C-0977,US,Non-Member,20s,2023-06-10,Jewellery
C-0978,PH,Silver,50s+,2024-05-03,Cosmetics
C-0979,AU,Gold,50s+,2024-03-28,Confectionery
C-0980,AU,Non-Member,30s,2023-08-09,Confectionery
C-0981,JP,Non-Member,30s,2026-01-20,Tea
C-0982,CA,Gold,20s,2024-10-03,Souvenir
C-0983,KR,Non-Member,50s+,2025-07-16,Jewellery
C-0984,CN,Non-Member,30s,2025-09-16,Confectionery
C-0985,AU,Non-Member,40s,2024-10-07,Confectionery
C-0986,IN,Silver,40s,2025-05-14,Souvenir
C-0987,CN,Non-Member,30s,2023-10-01,Honey
C-0988,US,Non-Member,30s,2023-08-09,Indigenous
C-0989,CN,Diamond,50s+,2023-05-24,Honey
C-0990,CN,Non-Member,50s+,2023-06-05,Cosmetics
C-0991,AU,Gold,30s,2026-02-02,Liquor
C-0992,CA,Non-Member,40s,2023-11-23,Souvenir
C-0993,US,Non-Member,30s,2024-02-23,Souvenir
C-0994,CA,Non-Member,30s,2024-03-11,Souvenir
C-0995,CN,Silver,20s,2024-08-04,Cosmetics
C-0996,PH,Non-Member,20s,2025-01-12,Confectionery
C-0997,GB,Gold,50s+,2024-08-27,Apparel
C-0998,AU,Diamond,30s,2024-08-14,Souvenir
C-0999,NZ,Non-Member,20s,2024-09-04,Cosmetics
C-1000,SG,Non-Member,40s,2024-08-29,Tea
C-1001,NZ,Silver,30s,2023-06-14,Confectionery
C-1002,GB,Diamond,50s+,2023-11-09,Apparel
C-1003,CN,Non-Member,20s,2024-12-17,Honey
C-1004,NZ,Silver,20s,2025-07-10,Souvenir
C-1005,GB,Non-Member,50s+,2023-08-12,Indigenous
C-1006,CN,Non-Member,20s,2024-04-03,Honey
C-1007,PH,Silver,30s,2023-08-17,Souvenir
C-1008,JP,Silver,50s+,2024-06-03,Tea
C-1009,KR,Non-Member,50s+,2023-09-03,Cosmetics
C-1010,GB,Non-Member,20s,2023-10-27,Apparel
C-1011,PH,Silver,50s+,2024-09-23,Confectionery
C-1012,CA,Silver,20s,2026-01-12,Apparel
C-1013,IN,Silver,50s+,2024-04-23,Souvenir
C-1014,GB,Non-Member,50s+,2024-11-17,Tea
C-1015,US,Non-Member,50s+,2025-10-21,Indigenous
C-1016,NZ,Silver,50s+,2024-01-21,Tea
C-1017,GB,Non-Member,30s,2025-09-10,Tea
C-1018,TH,Silver,30s,2026-01-09,Souvenir
C-1019,GB,Silver,50s+,2025-04-21,Apparel
C-1020,JP,Gold,30s,2025-03-23,Souvenir
C-1021,AU,Silver,20s,2024-03-13,Confectionery
C-1022,IN,Non-Member,20s,2024-08-26,Tea
C-1023,GB,Non-Member,50s+,2025-05-24,Indigenous
C-1024,IN,Gold,40s,2024-11-17,Cosmetics
C-1025,TH,Non-Member,50s+,2023-09-25,Souvenir
C-1026,TH,Diamond,20s,2024-08-31,Souvenir
C-1027,NZ,Non-Member,20s,2024-02-14,Confectionery
C-1028,JP,Silver,30s,2024-01-20,Souvenir
C-1029,AU,Non-Member,20s,2025-11-18,Confectionery
C-1030,GB,Non-Member,30s,2025-08-04,Tea
C-1031,US,Non-Member,30s,2025-06-26,Indigenous
C-1032,KR,Non-Member,30s,2024-12-09,Honey
C-1033,KR,Gold,20s,2024-05-16,Jewellery
C-1034,AU,Non-Member,50s+,2024-04-11,Souvenir
C-1035,GB,Non-Member,20s,2024-08-14,Souvenir
C-1036,GB,Diamond,40s,2025-04-22,Tea
C-1037,US,Silver,20s,2024-02-02,Apparel
C-1038,NZ,Non-Member,30s,2024-05-27,Confectionery
C-1039,CN,Gold,50s+,2023-11-18,Honey
C-1040,CN,Non-Member,40s,2023-08-25,Honey
C-1041,KR,Non-Member,20s,2023-04-23,Confectionery
C-1042,CN,Gold,30s,2024-02-11,Honey
C-1043,CA,Gold,20s,2025-02-28,Apparel
C-1044,CN,Silver,30s,2024-05-24,Honey
C-1045,JP,Silver,40s,2024-05-28,Confectionery
C-1046,GB,Gold,40s,2024-05-19,Tea
C-1047,KR,Non-Member,30s,2023-05-25,Confectionery
C-1048,JP,Non-Member,40s,2023-10-23,Tea
C-1049,IN,Gold,30s,2024-10-04,Tea
C-1050,NZ,Non-Member,40s,2025-07-06,Honey
C-1051,KR,Silver,50s+,2024-06-01,Cosmetics
C-1052,CN,Non-Member,50s+,2025-09-23,Honey
C-1053,CN,Non-Member,40s,2024-08-11,Liquor
C-1054,AU,Non-Member,30s,2023-10-12,Confectionery
C-1055,NZ,Non-Member,30s,2024-09-08,Souvenir
C-1056,CN,Non-Member,50s+,2025-05-02,Liquor
C-1057,AU,Diamond,20s,2024-09-10,Liquor
C-1058,CN,Non-Member,20s,2023-11-07,Confectionery
C-1059,IN,Non-Member,20s,2025-04-13,Souvenir
C-1060,PH,Silver,50s+,2025-11-14,Souvenir
C-1061,US,Silver,50s+,2024-05-06,Indigenous
C-1062,IN,Non-Member,40s,2025-08-20,Souvenir
C-1063,PH,Non-Member,40s,2025-03-30,Tea
C-1064,CN,Non-Member,30s,2025-07-16,Souvenir
C-1065,CA,Gold,20s,2023-07-26,Indigenous
C-1066,NZ,Silver,50s+,2024-11-28,Honey
C-1067,AU,Silver,20s,2023-10-04,Souvenir
C-1068,IN,Gold,50s+,2023-10-30,Tea
C-1069,IN,Non-Member,40s,2025-03-14,Cosmetics
C-1070,US,Non-Member,40s,2025-06-01,Souvenir
C-1071,GB,Diamond,40s,2023-11-03,Apparel
C-1072,IN,Non-Member,40s,2024-06-19,Cosmetics
C-1073,KR,Silver,50s+,2024-10-14,Liquor
C-1074,CN,Non-Member,50s+,2023-09-13,Honey
C-1075,TH,Diamond,50s+,2023-07-08,Cosmetics
C-1076,NZ,Non-Member,20s,2025-08-30,Confectionery
C-1077,CN,Non-Member,50s+,2023-08-07,Liquor
C-1078,SG,Non-Member,20s,2023-06-13,Confectionery
C-1079,GB,Diamond,30s,2023-11-01,Indigenous
C-1080,IN,Silver,50s+,2024-08-23,Tea
C-1081,CN,Silver,40s,2025-08-11,Honey
C-1082,CN,Non-Member,20s,2023-11-09,Confectionery
C-1083,IN,Gold,50s+,2025-07-14,Confectionery
C-1084,AU,Non-Member,30s,2023-09-18,Confectionery
C-1085,CN,Non-Member,20s,2023-07-11,Cosmetics
C-1086,CN,Silver,50s+,2025-02-25,Souvenir
C-1087,PH,Non-Member,30s,2023-08-29,Confectionery
C-1088,PH,Gold,50s+,2024-07-05,Cosmetics
C-1089,IN,Non-Member,30s,2023-10-16,Souvenir
C-1090,GB,Non-Member,40s,2026-01-09,Apparel
C-1091,AU,Gold,30s,2024-01-31,Confectionery
C-1092,IN,Gold,20s,2023-05-30,Cosmetics
C-1093,CN,Non-Member,40s,2024-05-25,Confectionery
C-1094,CA,Non-Member,20s,2025-12-12,Indigenous
C-1095,JP,Diamond,30s,2024-03-22,Souvenir
C-1096,IN,Silver,30s,2023-05-13,Confectionery
C-1097,KR,Diamond,40s,2025-03-07,Cosmetics
C-1098,GB,Non-Member,30s,2024-12-16,Tea
C-1099,KR,Gold,30s,2024-10-06,Cosmetics
C-1100,US,Diamond,40s,2023-05-12,Souvenir
C-1101,PH,Non-Member,30s,2025-04-10,Confectionery
C-1102,AU,Silver,40s,2025-10-01,Liquor
C-1103,NZ,Non-Member,30s,2023-10-22,Souvenir
C-1104,TH,Gold,20s,2024-01-18,Souvenir
C-1105,AU,Silver,20s,2023-05-16,Liquor
C-1106,CN,Non-Member,40s,2024-05-28,Honey
C-1107,CN,Silver,50s+,2024-11-21,Cosmetics
C-1108,US,Silver,50s+,2023-10-06,Apparel
C-1109,CN,Silver,30s,2024-11-27,Confectionery
C-1110,PH,Gold,50s+,2025-03-03,Confectionery
C-1111,CN,Non-Member,40s,2025-08-09,Honey
C-1112,CA,Diamond,30s,2024-10-09,Indigenous
C-1113,PH,Silver,30s,2025-12-15,Confectionery
C-1114,CN,Non-Member,50s+,2025-05-25,Souvenir
C-1115,KR,Non-Member,20s,2025-05-08,Honey
C-1116,PH,Non-Member,50s+,2024-12-07,Confectionery
C-1117,JP,Non-Member,30s,2025-08-26,Confectionery
C-1118,NZ,Non-Member,30s,2025-11-22,Souvenir
C-1119,GB,Non-Member,40s,2026-02-01,Tea
C-1120,KR,Non-Member,20s,2025-02-10,Cosmetics
C-1121,PH,Non-Member,50s+,2023-06-12,Confectionery
C-1122,JP,Silver,50s+,2024-12-29,Confectionery
C-1123,CN,Silver,20s,2025-08-01,Honey
C-1124,CN,Non-Member,40s,2023-12-01,Liquor
C-1125,US,Silver,20s,2024-07-14,Souvenir
C-1126,US,Non-Member,50s+,2023-10-08,Jewellery
C-1127,PH,Silver,30s,2024-05-11,Souvenir
C-1128,NZ,Silver,20s,2023-11-06,Souvenir
C-1129,US,Silver,30s,2023-07-21,Souvenir
C-1130,NZ,Non-Member,40s,2025-05-29,Confectionery
C-1131,US,Diamond,50s+,2024-04-05,Apparel
C-1132,CA,Silver,50s+,2023-07-14,Apparel
C-1133,SG,Non-Member,50s+,2025-09-15,Confectionery
C-1134,KR,Diamond,40s,2024-03-18,Cosmetics
C-1135,IN,Silver,40s,2024-10-27,Tea
C-1136,CN,Diamond,50s+,2023-12-24,Cosmetics
C-1137,PH,Non-Member,20s,2024-02-19,Souvenir
C-1138,CN,Gold,30s,2025-12-13,Honey
C-1139,NZ,Non-Member,40s,2025-07-13,Confectionery
C-1140,CA,Non-Member,30s,2023-11-19,Apparel
C-1141,CN,Non-Member,20s,2024-04-09,Cosmetics
C-1142,CN,Non-Member,50s+,2025-11-27,Cosmetics
C-1143,IN,Non-Member,30s,2025-10-28,Souvenir
C-1144,CN,Non-Member,40s,2024-12-03,Cosmetics
C-1145,AU,Non-Member,30s,2025-11-07,Liquor
C-1146,CN,Non-Member,30s,2024-03-09,Cosmetics
C-1147,IN,Non-Member,40s,2025-08-03,Tea
C-1148,JP,Non-Member,20s,2026-01-06,Tea
C-1149,CN,Non-Member,20s,2025-09-24,Honey
C-1150,TH,Silver,20s,2025-12-13,Confectionery
C-1151,SG,Non-Member,40s,2025-09-01,Cosmetics
C-1152,CN,Diamond,40s,2025-09-05,Liquor
C-1153,CN,Non-Member,40s,2025-11-06,Cosmetics
C-1154,AU,Silver,30s,2023-09-03,Liquor
C-1155,GB,Non-Member,20s,2025-04-30,Tea
C-1156,KR,Gold,40s,2025-06-16,Cosmetics
C-1157,IN,Non-Member,50s+,2023-05-16,Tea
C-1158,US,Non-Member,20s,2025-04-04,Souvenir
C-1159,US,Silver,40s,2024-08-25,Souvenir
C-1160,KR,Diamond,40s,2023-07-11,Confectionery
C-1161,CN,Non-Member,40s,2024-06-08,Honey
C-1162,GB,Diamond,40s,2023-10-02,Tea
C-1163,NZ,Diamond,30s,2023-05-03,Cosmetics
C-1164,KR,Silver,40s,2025-09-10,Cosmetics
C-1165,IN,Silver,20s,2023-08-30,Tea
C-1166,TH,Silver,50s+,2023-06-22,Cosmetics
C-1167,JP,Non-Member,20s,2025-05-04,Confectionery
C-1168,US,Non-Member,50s+,2024-08-16,Jewellery
C-1169,NZ,Non-Member,50s+,2023-07-27,Tea
C-1170,US,Diamond,40s,2025-12-01,Jewellery
C-1171,KR,Non-Member,30s,2024-01-27,Confectionery
C-1172,PH,Non-Member,20s,2024-09-12,Confectionery
C-1173,CA,Non-Member,50s+,2023-09-17,Apparel
C-1174,AU,Silver,20s,2023-04-26,Liquor
C-1175,TH,Non-Member,40s,2023-10-24,Confectionery
C-1176,KR,Silver,30s,2023-05-02,Cosmetics
C-1177,AU,Gold,40s,2024-08-11,Confectionery
C-1178,JP,Non-Member,20s,2026-02-13,Confectionery
C-1179,TH,Silver,50s+,2025-07-26,Confectionery
C-1180,NZ,Non-Member,40s,2025-03-19,Souvenir
C-1181,GB,Non-Member,20s,2023-12-10,Apparel
C-1182,AU,Non-Member,40s,2024-11-03,Liquor
C-1183,AU,Silver,40s,2024-01-02,Souvenir
C-1184,AU,Non-Member,50s+,2024-06-24,Liquor
C-1185,CN,Diamond,30s,2025-06-25,Honey
C-1186,AU,Non-Member,20s,2023-12-22,Souvenir
C-1187,CN,Non-Member,40s,2025-08-07,Honey
C-1188,NZ,Silver,30s,2026-03-14,Souvenir
C-1189,IN,Gold,20s,2025-12-05,Tea
C-1190,AU,Gold,20s,2026-02-27,Souvenir
C-1191,NZ,Diamond,20s,2026-03-13,Souvenir
C-1192,US,Diamond,40s,2024-10-31,Indigenous
C-1193,IN,Silver,30s,2026-02-26,Tea
C-1194,CN,Non-Member,20s,2023-06-07,Souvenir
C-1195,CN,Non-Member,40s,2025-05-28,Honey
C-1196,CN,Non-Member,50s+,2025-05-29,Honey
C-1197,CN,Non-Member,20s,2024-03-18,Souvenir
C-1198,US,Silver,40s,2023-10-16,Souvenir
C-1199,CA,Silver,20s,2025-03-18,Apparel
C-1200,GB,Silver,40s,2025-03-18,Tea
C-1201,CN,Non-Member,40s,2024-03-19,Souvenir
C-1202,NZ,Silver,20s,2025-10-14,Souvenir
C-1203,PH,Non-Member,20s,2023-09-24,Confectionery
C-1204,KR,Non-Member,40s,2024-10-10,Cosmetics
C-1205,CN,Non-Member,50s+,2024-08-04,Liquor
C-1206,JP,Silver,40s,2023-11-08,Souvenir
C-1207,GB,Diamond,30s,2023-11-21,Indigenous
C-1208,GB,Diamond,30s,2025-05-12,Indigenous
C-1209,NZ,Non-Member,40s,2025-10-28,Souvenir
C-1210,NZ,Non-Member,40s,2024-08-23,Tea
C-1211,PH,Non-Member,20s,2024-10-21,Souvenir
C-1212,CN,Gold,50s+,2024-01-24,Souvenir
C-1213,KR,Gold,50s+,2023-11-10,Liquor
C-1214,NZ,Non-Member,50s+,2024-12-20,Tea
C-1215,IN,Silver,50s+,2024-12-07,Tea
C-1216,CN,Non-Member,40s,2023-07-21,Souvenir
C-1217,PH,Diamond,30s,2024-06-27,Confectionery
C-1218,GB,Non-Member,30s,2025-08-29,Tea
C-1219,US,Non-Member,40s,2024-12-29,Souvenir
C-1220,AU,Non-Member,30s,2026-02-27,Liquor
C-1221,CA,Non-Member,50s+,2025-01-23,Tea
C-1222,JP,Non-Member,20s,2024-02-06,Confectionery
C-1223,PH,Non-Member,50s+,2024-10-16,Confectionery
C-1224,NZ,Non-Member,30s,2024-11-19,Tea
C-1225,GB,Non-Member,20s,2025-04-10,Tea
C-1226,US,Non-Member,40s,2024-08-25,Apparel
C-1227,JP,Non-Member,20s,2025-09-09,Confectionery
C-1228,TH,Non-Member,50s+,2025-03-14,Cosmetics
C-1229,SG,Silver,30s,2023-05-19,Honey
C-1230,GB,Non-Member,50s+,2025-07-13,Apparel
C-1231,GB,Non-Member,40s,2023-05-24,Indigenous
C-1232,CN,Non-Member,50s+,2025-09-19,Honey
C-1233,US,Silver,40s,2025-04-06,Indigenous
C-1234,US,Silver,20s,2024-07-15,Jewellery
C-1235,CN,Non-Member,20s,2024-12-10,Honey
C-1236,CA,Silver,30s,2025-10-18,Apparel
C-1237,CN,Non-Member,40s,2023-12-14,Confectionery
C-1238,CN,Non-Member,50s+,2023-08-31,Liquor
C-1239,CN,Non-Member,50s+,2025-07-11,Honey
C-1240,SG,Non-Member,30s,2024-08-16,Tea
C-1241,GB,Silver,50s+,2023-06-28,Tea
C-1242,PH,Non-Member,40s,2023-12-07,Cosmetics
C-1243,TH,Silver,20s,2024-05-20,Souvenir
C-1244,KR,Non-Member,50s+,2023-07-30,Cosmetics
C-1245,JP,Silver,30s,2026-02-06,Souvenir
C-1246,CA,Non-Member,20s,2025-09-02,Indigenous
C-1247,KR,Silver,40s,2025-12-11,Honey
C-1248,IN,Silver,40s,2023-10-12,Cosmetics
C-1249,CN,Non-Member,40s,2024-11-14,Honey
C-1250,PH,Gold,30s,2024-02-24,Confectionery
C-1251,JP,Non-Member,50s+,2023-12-18,Souvenir
C-1252,TH,Non-Member,20s,2024-05-10,Cosmetics
C-1253,GB,Diamond,50s+,2023-10-16,Souvenir
C-1254,US,Non-Member,30s,2024-03-16,Souvenir
C-1255,NZ,Gold,40s,2025-07-26,Souvenir
C-1256,SG,Silver,30s,2025-04-01,Honey
C-1257,NZ,Gold,20s,2023-06-15,Souvenir
C-1258,PH,Non-Member,50s+,2024-06-25,Confectionery
C-1259,GB,Non-Member,20s,2025-04-21,Tea
C-1260,KR,Non-Member,20s,2023-09-06,Confectionery
C-1261,CN,Non-Member,40s,2026-03-02,Souvenir
C-1262,US,Non-Member,30s,2024-04-02,Souvenir
C-1263,US,Diamond,30s,2025-12-21,Souvenir
C-1264,CN,Silver,50s+,2026-01-08,Confectionery
C-1265,JP,Non-Member,20s,2025-06-27,Tea
C-1266,NZ,Gold,30s,2023-04-13,Souvenir
C-1267,CN,Gold,40s,2023-04-09,Honey
C-1268,IN,Non-Member,50s+,2023-12-08,Souvenir
C-1269,US,Gold,20s,2026-02-23,Apparel
C-1270,NZ,Silver,50s+,2024-09-16,Tea
C-1271,AU,Gold,50s+,2024-09-05,Confectionery
C-1272,CA,Non-Member,30s,2024-02-19,Tea
C-1273,NZ,Gold,20s,2025-07-18,Souvenir
C-1274,GB,Non-Member,50s+,2024-10-27,Indigenous
C-1275,IN,Silver,50s+,2023-05-12,Confectionery
C-1276,IN,Non-Member,30s,2023-06-14,Cosmetics
C-1277,CN,Non-Member,30s,2024-07-09,Honey
C-1278,CN,Silver,20s,2025-08-05,Honey
C-1279,JP,Non-Member,40s,2026-01-19,Tea
C-1280,NZ,Non-Member,20s,2025-07-30,Confectionery
C-1281,TH,Silver,40s,2025-10-11,Confectionery
C-1282,PH,Silver,30s,2025-02-19,Cosmetics
C-1283,GB,Silver,20s,2025-04-20,Tea
C-1284,CN,Non-Member,50s+,2024-10-30,Cosmetics
C-1285,US,Non-Member,40s,2025-09-29,Indigenous
C-1286,US,Non-Member,30s,2026-02-02,Indigenous
C-1287,CN,Diamond,50s+,2024-06-03,Honey
C-1288,KR,Non-Member,30s,2024-07-29,Honey
C-1289,JP,Silver,30s,2026-02-02,Souvenir
C-1290,AU,Non-Member,50s+,2024-04-26,Confectionery
C-1291,GB,Non-Member,40s,2025-01-19,Tea
C-1292,GB,Non-Member,40s,2023-05-03,Indigenous
C-1293,NZ,Silver,30s,2025-04-27,Confectionery
C-1294,IN,Silver,30s,2025-03-28,Confectionery
C-1295,NZ,Gold,30s,2025-08-14,Confectionery
C-1296,AU,Non-Member,20s,2026-03-06,Cosmetics
C-1297,NZ,Silver,40s,2024-06-06,Souvenir
C-1298,NZ,Diamond,20s,2024-08-23,Souvenir
C-1299,GB,Silver,50s+,2024-01-23,Tea
C-1300,CA,Non-Member,20s,2023-11-16,Apparel
C-1301,SG,Silver,40s,2024-02-25,Confectionery
C-1302,PH,Non-Member,40s,2025-12-04,Cosmetics
C-1303,US,Silver,40s,2024-07-23,Apparel
C-1304,CN,Silver,50s+,2023-09-15,Honey
C-1305,JP,Non-Member,20s,2024-05-23,Souvenir
C-1306,TH,Silver,50s+,2023-08-16,Cosmetics
C-1307,KR,Silver,30s,2024-11-10,Cosmetics
C-1308,CN,Silver,30s,2026-02-17,Souvenir
C-1309,US,Non-Member,40s,2024-01-07,Souvenir
C-1310,CN,Silver,30s,2025-05-24,Honey
C-1311,KR,Diamond,20s,2023-06-24,Cosmetics
C-1312,SG,Diamond,30s,2026-01-07,Tea
C-1313,KR,Non-Member,20s,2024-04-20,Cosmetics
C-1314,NZ,Non-Member,30s,2025-04-04,Tea
C-1315,AU,Non-Member,20s,2024-09-28,Cosmetics
C-1316,IN,Silver,40s,2023-08-28,Confectionery
C-1317,GB,Silver,50s+,2024-10-12,Indigenous
C-1318,KR,Non-Member,20s,2023-11-11,Confectionery
C-1319,CN,Gold,30s,2024-10-22,Liquor
C-1320,NZ,Non-Member,50s+,2024-10-20,Confectionery
C-1321,AU,Non-Member,30s,2024-02-16,Confectionery
C-1322,IN,Silver,20s,2026-02-03,Cosmetics
C-1323,GB,Silver,50s+,2023-06-20,Apparel
C-1324,CA,Silver,20s,2026-03-18,Apparel
C-1325,US,Non-Member,20s,2024-03-23,Souvenir
C-1326,IN,Silver,20s,2025-05-24,Cosmetics
C-1327,GB,Gold,50s+,2025-09-19,Souvenir
C-1328,JP,Non-Member,30s,2024-02-24,Cosmetics
C-1329,GB,Non-Member,40s,2024-08-28,Tea
C-1330,AU,Non-Member,30s,2025-11-15,Liquor
C-1331,AU,Gold,20s,2026-02-25,Confectionery
C-1332,CA,Gold,20s,2025-09-11,Indigenous
C-1333,JP,Non-Member,50s+,2025-11-11,Confectionery
C-1334,AU,Non-Member,50s+,2026-03-06,Confectionery
C-1335,JP,Silver,20s,2024-12-31,Cosmetics
C-1336,CN,Gold,50s+,2025-01-01,Cosmetics
C-1337,KR,Gold,20s,2025-11-09,Honey
C-1338,CN,Silver,50s+,2024-08-24,Honey
C-1339,CN,Non-Member,40s,2023-09-10,Cosmetics
C-1340,PH,Non-Member,40s,2023-10-23,Cosmetics
C-1341,GB,Non-Member,40s,2025-09-27,Tea
C-1342,SG,Silver,30s,2025-01-07,Confectionery
C-1343,PH,Silver,50s+,2024-02-21,Tea
C-1344,KR,Non-Member,20s,2024-08-18,Liquor
C-1345,KR,Non-Member,20s,2023-11-15,Confectionery
C-1346,NZ,Non-Member,40s,2025-11-29,Confectionery
C-1347,GB,Silver,20s,2024-03-05,Apparel
C-1348,AU,Non-Member,30s,2024-07-15,Liquor
C-1349,AU,Non-Member,30s,2025-04-10,Confectionery
C-1350,CN,Silver,40s,2024-05-11,Liquor
C-1351,KR,Non-Member,20s,2025-10-14,Cosmetics
C-1352,NZ,Diamond,50s+,2025-03-12,Tea
C-1353,CN,Non-Member,40s,2024-06-05,Souvenir
C-1354,US,Silver,50s+,2023-11-23,Indigenous
C-1355,TH,Non-Member,20s,2025-07-02,Confectionery
C-1356,NZ,Non-Member,30s,2024-11-23,Confectionery
C-1357,CN,Gold,20s,2025-03-13,Souvenir
C-1358,PH,Silver,20s,2025-10-02,Confectionery
C-1359,CN,Non-Member,20s,2026-02-18,Honey
C-1360,TH,Gold,20s,2026-01-03,Cosmetics
C-1361,AU,Non-Member,30s,2023-06-04,Cosmetics
C-1362,GB,Non-Member,50s+,2023-09-15,Tea
C-1363,CA,Non-Member,50s+,2025-09-05,Indigenous
C-1364,AU,Silver,20s,2024-07-09,Cosmetics
C-1365,NZ,Non-Member,40s,2023-05-15,Confectionery
C-1366,NZ,Non-Member,40s,2023-10-19,Souvenir
C-1367,SG,Silver,40s,2024-10-14,Cosmetics
C-1368,PH,Silver,50s+,2023-04-19,Confectionery
C-1369,SG,Silver,50s+,2024-12-16,Confectionery
C-1370,US,Silver,40s,2026-02-03,Indigenous
C-1371,US,Gold,50s+,2025-12-06,Jewellery
C-1372,TH,Gold,40s,2024-01-24,Souvenir
C-1373,TH,Silver,20s,2024-04-12,Tea
C-1374,AU,Gold,20s,2023-05-03,Confectionery
C-1375,NZ,Non-Member,30s,2023-04-29,Tea
C-1376,AU,Gold,50s+,2023-11-22,Liquor
C-1377,NZ,Silver,40s,2025-09-12,Souvenir
C-1378,CN,Non-Member,20s,2025-04-01,Liquor
C-1379,JP,Non-Member,40s,2024-06-06,Souvenir
C-1380,CN,Non-Member,30s,2024-05-18,Souvenir
C-1381,IN,Silver,50s+,2024-09-30,Confectionery
C-1382,CN,Non-Member,20s,2024-06-28,Honey
C-1383,NZ,Gold,40s,2023-12-21,Confectionery
C-1384,KR,Non-Member,30s,2024-04-22,Confectionery
C-1385,JP,Non-Member,30s,2023-07-03,Tea
C-1386,JP,Gold,30s,2025-09-05,Souvenir
C-1387,KR,Non-Member,20s,2025-01-20,Cosmetics
C-1388,CN,Silver,20s,2025-09-29,Confectionery
C-1389,GB,Non-Member,40s,2026-02-03,Indigenous
C-1390,CA,Non-Member,50s+,2026-01-23,Souvenir
C-1391,IN,Silver,50s+,2023-07-18,Cosmetics
C-1392,US,Silver,40s,2024-12-03,Indigenous
C-1393,TH,Non-Member,20s,2025-09-07,Souvenir
C-1394,GB,Non-Member,40s,2025-01-25,Souvenir
C-1395,KR,Non-Member,40s,2024-03-18,Cosmetics
C-1396,CN,Silver,30s,2025-07-17,Cosmetics
C-1397,KR,Non-Member,20s,2023-07-08,Cosmetics
C-1398,AU,Silver,20s,2024-04-22,Confectionery
C-1399,TH,Diamond,50s+,2025-05-31,Tea
C-1400,US,Non-Member,20s,2024-05-30,Jewellery
C-1401,NZ,Silver,30s,2023-11-09,Souvenir
C-1402,CN,Diamond,30s,2026-02-24,Cosmetics
C-1403,AU,Non-Member,30s,2023-05-20,Cosmetics
C-1404,US,Silver,20s,2024-01-12,Indigenous
C-1405,CN,Diamond,40s,2025-05-09,Honey
C-1406,IN,Silver,30s,2025-11-18,Confectionery
C-1407,CN,Non-Member,40s,2023-08-20,Souvenir
C-1408,AU,Non-Member,40s,2023-04-22,Liquor
C-1409,KR,Non-Member,40s,2023-04-05,Cosmetics
C-1410,AU,Non-Member,30s,2024-10-04,Cosmetics
C-1411,AU,Non-Member,40s,2025-10-27,Confectionery
C-1412,AU,Diamond,40s,2024-05-26,Cosmetics
C-1413,CN,Gold,40s,2023-12-30,Honey
C-1414,CN,Non-Member,30s,2024-05-29,Souvenir
C-1415,KR,Non-Member,40s,2025-11-01,Liquor
C-1416,AU,Silver,40s,2025-05-30,Souvenir
C-1417,CN,Non-Member,20s,2026-02-09,Liquor
C-1418,PH,Non-Member,40s,2025-10-21,Tea
C-1419,AU,Diamond,30s,2023-11-05,Liquor
C-1420,AU,Non-Member,30s,2024-10-16,Confectionery
C-1421,KR,Non-Member,30s,2024-05-22,Jewellery
C-1422,SG,Silver,30s,2025-05-11,Cosmetics
C-1423,JP,Diamond,50s+,2025-01-10,Tea
C-1424,AU,Non-Member,50s+,2025-07-09,Liquor
C-1425,US,Non-Member,40s,2023-04-01,Apparel
C-1426,CA,Non-Member,20s,2025-03-14,Apparel
C-1427,KR,Non-Member,50s+,2025-05-06,Cosmetics
C-1428,JP,Non-Member,30s,2025-02-14,Souvenir
C-1429,KR,Non-Member,20s,2025-01-19,Confectionery
C-1430,PH,Non-Member,40s,2025-10-26,Cosmetics
C-1431,NZ,Gold,50s+,2025-02-01,Tea
C-1432,IN,Silver,40s,2024-08-29,Tea
C-1433,AU,Diamond,40s,2023-04-23,Confectionery
C-1434,AU,Non-Member,30s,2023-10-08,Liquor
C-1435,US,Diamond,40s,2023-12-21,Apparel
C-1436,AU,Silver,50s+,2024-05-15,Liquor
C-1437,PH,Non-Member,20s,2024-07-30,Tea
C-1438,CN,Non-Member,30s,2026-02-13,Confectionery
C-1439,US,Silver,30s,2023-09-29,Jewellery
C-1440,NZ,Non-Member,50s+,2024-01-14,Tea
C-1441,GB,Silver,40s,2025-05-31,Apparel
C-1442,GB,Silver,30s,2025-09-29,Tea
C-1443,AU,Silver,20s,2026-02-26,Souvenir
