Trans_ID,Line_No,Product_SKU,Category,Quantity,Unit_Price,Line_Amount,Line_Cost,Gross_Profit,Promo_ID
T-02355,1,SKU-095,Indigenous,2,28.0,56.0,16.8,39.2,
T-02355,2,SKU-079,Apparel,2,40.0,80.0,32.0,48.0,
T-02356,1,SKU-048,Souvenir,2,20.0,40.0,14.0,26.0,
T-02357,1,SKU-078,Apparel,3,28.0,84.0,33.6,50.4,
T-02357,2,SKU-037,Jewellery,2,520.0,1040.0,416.0,624.0,
T-02358,1,SKU-047,Souvenir,1,9.0,9.0,3.15,5.85,
T-02358,2,SKU-011,Cosmetics,1,9.0,9.0,3.6,5.4,
T-02359,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-02359,2,SKU-108,Tea,3,62.0,186.0,74.4,111.6,
T-02360,1,SKU-093,Honey,2,35.0,70.0,31.5,38.5,
T-02361,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02361,2,SKU-059,Confectionery,4,22.0,88.0,44.0,44.0,
T-02361,3,SKU-063,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02362,1,SKU-013,Cosmetics,1,18.0,18.0,7.2,10.8,
T-02362,2,SKU-050,Souvenir,1,10.0,10.0,3.5,6.5,
T-02362,3,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-02363,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02363,2,SKU-004,Cosmetics,1,60.0,60.0,24.0,36.0,
T-02363,3,SKU-014,Cosmetics,2,27.0,54.0,21.6,32.4,
T-02364,1,SKU-006,Cosmetics,1,22.0,22.0,8.8,13.2,
T-02365,1,SKU-087,Honey,2,45.0,90.0,40.5,49.5,
T-02365,2,SKU-080,Apparel,2,55.0,110.0,44.0,66.0,
T-02366,1,SKU-089,Honey,2,90.0,180.0,81.0,99.0,
T-02367,1,SKU-004,Cosmetics,4,60.0,240.0,96.0,144.0,
T-02368,1,SKU-018,Liquor,1,115.0,115.0,63.25,51.75,
T-02368,2,SKU-051,Souvenir,1,18.0,18.0,6.3,11.7,
T-02368,3,SKU-053,Souvenir,3,45.0,135.0,47.25,87.75,
T-02368,4,SKU-046,Souvenir,1,12.0,12.0,4.2,7.8,
T-02369,1,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-02369,2,SKU-060,Confectionery,1,7.0,7.0,3.5,3.5,
T-02369,3,SKU-054,Souvenir,4,18.0,72.0,25.2,46.8,
T-02370,1,SKU-044,Jewellery,4,150.0,600.0,240.0,360.0,
T-02370,2,SKU-015,Cosmetics,3,11.0,33.0,13.2,19.8,
T-02370,3,SKU-002,Cosmetics,2,12.0,24.0,9.6,14.4,
T-02371,1,SKU-040,Jewellery,3,75.0,225.0,90.0,135.0,
T-02372,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-02373,1,SKU-021,Liquor,1,999.0,999.0,549.45,449.55,
T-02373,2,SKU-089,Honey,2,90.0,180.0,81.0,99.0,
T-02373,3,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02373,4,SKU-038,Jewellery,3,38.0,114.0,45.6,68.4,
T-02374,1,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-02375,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02375,2,SKU-013,Cosmetics,1,18.0,18.0,7.2,10.8,
T-02376,1,SKU-031,Liquor,2,48.0,96.0,52.8,43.2,
T-02377,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02377,2,SKU-108,Tea,3,62.0,186.0,74.4,111.6,
T-02377,3,SKU-011,Cosmetics,2,9.0,18.0,7.2,10.8,
T-02378,1,SKU-089,Honey,1,90.0,90.0,40.5,49.5,
T-02378,2,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-02378,3,SKU-058,Confectionery,2,16.0,32.0,16.0,16.0,
T-02379,1,SKU-063,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02380,1,SKU-058,Confectionery,3,16.0,48.0,24.0,24.0,
T-02381,1,SKU-014,Cosmetics,3,27.0,81.0,32.4,48.6,
T-02381,2,SKU-093,Honey,3,35.0,105.0,47.25,57.75,
T-02382,1,SKU-055,Souvenir,5,45.0,225.0,78.75,146.25,
T-02382,2,SKU-044,Jewellery,5,150.0,750.0,300.0,450.0,
T-02382,3,SKU-107,Tea,5,42.0,210.0,84.0,126.0,
T-02383,1,SKU-054,Souvenir,2,18.0,36.0,12.6,23.4,
T-02383,2,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-02383,3,SKU-052,Souvenir,1,18.0,18.0,6.3,11.7,
T-02384,1,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-02384,2,SKU-061,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02385,1,SKU-088,Honey,1,60.0,60.0,27.0,33.0,
T-02386,1,SKU-049,Souvenir,2,25.0,50.0,17.5,32.5,
T-02386,2,SKU-049,Souvenir,1,25.0,25.0,8.75,16.25,
T-02387,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02388,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02388,2,SKU-046,Souvenir,3,12.0,36.0,12.6,23.4,
T-02389,1,SKU-086,Apparel,2,27.0,54.0,21.6,32.4,
T-02390,1,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-02391,1,SKU-106,Tea,3,22.0,66.0,26.4,39.6,
T-02391,2,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02392,1,SKU-006,Cosmetics,3,22.0,66.0,26.4,39.6,
T-02392,2,SKU-052,Souvenir,1,18.0,18.0,6.3,11.7,
T-02393,1,SKU-052,Souvenir,2,18.0,36.0,12.6,23.4,
T-02394,1,SKU-107,Tea,4,42.0,168.0,67.2,100.8,
T-02394,2,SKU-046,Souvenir,1,12.0,12.0,4.2,7.8,
T-02395,1,SKU-049,Souvenir,5,25.0,125.0,43.75,81.25,
T-02396,1,SKU-088,Honey,5,60.0,300.0,135.0,165.0,
T-02396,2,SKU-074,Confectionery,4,27.0,108.0,54.0,54.0,
T-02396,3,SKU-087,Honey,4,45.0,180.0,81.0,99.0,
T-02396,4,SKU-093,Honey,3,35.0,105.0,47.25,57.75,
T-02397,1,SKU-012,Cosmetics,1,12.0,12.0,4.8,7.2,
T-02398,1,SKU-066,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02398,2,SKU-046,Souvenir,1,12.0,12.0,4.2,7.8,
T-02399,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02400,1,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02401,1,SKU-009,Cosmetics,1,45.0,45.0,18.0,27.0,
T-02402,1,SKU-108,Tea,3,62.0,186.0,74.4,111.6,
T-02403,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02404,1,SKU-038,Jewellery,1,38.0,38.0,15.2,22.8,
T-02404,2,SKU-008,Cosmetics,3,9.0,27.0,10.8,16.2,
T-02405,1,SKU-052,Souvenir,3,18.0,54.0,18.9,35.1,
T-02405,2,SKU-081,Apparel,2,80.0,160.0,64.0,96.0,
T-02406,1,SKU-010,Cosmetics,1,10.0,10.0,4.0,6.0,
T-02406,2,SKU-052,Souvenir,3,18.0,54.0,18.9,35.1,
T-02406,3,SKU-094,Honey,2,45.0,90.0,40.5,49.5,
T-02407,1,SKU-098,Indigenous,2,25.0,50.0,15.0,35.0,
T-02407,2,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-02408,1,SKU-105,Indigenous,1,48.0,48.0,14.4,33.6,
T-02409,1,SKU-102,Indigenous,2,9.0,18.0,5.4,12.6,
T-02409,2,SKU-029,Liquor,2,45.0,90.0,49.5,40.5,
T-02410,1,SKU-059,Confectionery,2,22.0,44.0,22.0,22.0,
T-02411,1,SKU-057,Confectionery,1,9.0,9.0,4.5,4.5,
T-02411,2,SKU-047,Souvenir,5,9.0,45.0,15.75,29.25,
T-02411,3,SKU-074,Confectionery,1,27.0,27.0,13.5,13.5,
T-02412,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02412,2,SKU-066,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02412,3,SKU-090,Honey,3,170.0,510.0,229.5,280.5,
T-02412,4,SKU-016,Cosmetics,1,42.0,42.0,16.8,25.2,
T-02413,1,SKU-108,Tea,3,62.0,186.0,74.4,111.6,
T-02414,1,SKU-014,Cosmetics,1,27.0,27.0,10.8,16.2,
T-02414,2,SKU-090,Honey,5,170.0,850.0,382.5,467.5,
T-02414,3,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02415,1,SKU-022,Liquor,2,40.0,80.0,44.0,36.0,
T-02415,2,SKU-049,Souvenir,1,25.0,25.0,8.75,16.25,
T-02416,1,SKU-001,Cosmetics,3,8.0,24.0,9.6,14.4,
T-02416,2,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-02416,3,SKU-060,Confectionery,2,7.0,14.0,7.0,7.0,
T-02417,1,SKU-070,Confectionery,1,12.0,12.0,6.0,6.0,
T-02417,2,SKU-019,Liquor,2,35.0,70.0,38.5,31.5,
T-02418,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02418,2,SKU-055,Souvenir,1,45.0,45.0,15.75,29.25,
T-02418,3,SKU-005,Cosmetics,3,9.0,27.0,10.8,16.2,
T-02419,1,SKU-061,Confectionery,2,7.0,14.0,7.0,7.0,
T-02420,1,SKU-103,Indigenous,2,18.0,36.0,10.8,25.2,
T-02421,1,SKU-094,Honey,1,45.0,45.0,20.25,24.75,
T-02422,1,SKU-085,Apparel,4,18.0,72.0,28.8,43.2,
T-02423,1,SKU-085,Apparel,1,18.0,18.0,7.2,10.8,
T-02423,2,SKU-102,Indigenous,1,9.0,9.0,2.7,6.3,
T-02423,3,SKU-078,Apparel,3,28.0,84.0,33.6,50.4,
T-02423,4,SKU-056,Souvenir,1,18.0,18.0,6.3,11.7,
T-02424,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-02425,1,SKU-093,Honey,2,35.0,70.0,31.5,38.5,
T-02426,1,SKU-010,Cosmetics,2,10.0,20.0,8.0,12.0,
T-02426,2,SKU-077,Confectionery,1,17.0,17.0,8.5,8.5,
T-02427,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02428,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02428,2,SKU-062,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02429,1,SKU-055,Souvenir,1,45.0,45.0,15.75,29.25,
T-02430,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02431,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-02431,2,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-02431,3,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-02432,1,SKU-079,Apparel,1,40.0,40.0,16.0,24.0,
T-02432,2,SKU-025,Liquor,1,62.0,62.0,34.1,27.9,
T-02433,1,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-02434,1,SKU-073,Confectionery,3,13.0,39.0,19.5,19.5,
T-02435,1,SKU-046,Souvenir,1,12.0,12.0,4.2,7.8,
T-02435,2,SKU-061,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02435,3,SKU-013,Cosmetics,3,18.0,54.0,21.6,32.4,
T-02436,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-02437,1,SKU-064,Confectionery,2,7.0,14.0,7.0,7.0,
T-02437,2,SKU-012,Cosmetics,1,12.0,12.0,4.8,7.2,
T-02438,1,SKU-075,Confectionery,3,36.0,108.0,54.0,54.0,
T-02439,1,SKU-094,Honey,4,45.0,180.0,81.0,99.0,
T-02439,2,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02440,1,SKU-088,Honey,1,60.0,60.0,27.0,33.0,
T-02441,1,SKU-012,Cosmetics,4,12.0,48.0,19.2,28.8,
T-02441,2,SKU-061,Confectionery,4,7.0,28.0,14.0,14.0,
T-02441,3,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02442,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02443,1,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-02443,2,SKU-058,Confectionery,5,16.0,80.0,40.0,40.0,
T-02444,1,SKU-039,Jewellery,4,55.0,220.0,88.0,132.0,
T-02445,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02445,2,SKU-035,Jewellery,2,120.0,240.0,96.0,144.0,
T-02445,3,SKU-078,Apparel,1,28.0,28.0,11.2,16.8,
T-02446,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02447,1,SKU-042,Jewellery,3,65.0,195.0,78.0,117.0,
T-02448,1,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-02448,2,SKU-021,Liquor,1,999.0,999.0,549.45,449.55,
T-02448,3,SKU-083,Apparel,2,180.0,360.0,144.0,216.0,
T-02449,1,SKU-051,Souvenir,1,18.0,18.0,6.3,11.7,
T-02450,1,SKU-014,Cosmetics,1,27.0,27.0,10.8,16.2,
T-02450,2,SKU-073,Confectionery,4,13.0,52.0,26.0,26.0,
T-02450,3,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02451,1,SKU-068,Confectionery,1,22.0,22.0,11.0,11.0,
T-02451,2,SKU-046,Souvenir,1,12.0,12.0,4.2,7.8,
T-02452,1,SKU-083,Apparel,1,180.0,180.0,72.0,108.0,
T-02452,2,SKU-083,Apparel,4,180.0,720.0,288.0,432.0,
T-02453,1,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-02454,1,SKU-087,Honey,1,45.0,45.0,20.25,24.75,
T-02455,1,SKU-046,Souvenir,4,12.0,48.0,16.8,31.2,
T-02455,2,SKU-073,Confectionery,3,13.0,39.0,19.5,19.5,
T-02456,1,SKU-065,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02457,1,SKU-026,Liquor,4,88.0,352.0,193.6,158.4,
T-02457,2,SKU-011,Cosmetics,2,9.0,18.0,7.2,10.8,
T-02458,1,SKU-066,Confectionery,4,7.0,28.0,14.0,14.0,
T-02458,2,SKU-020,Liquor,1,120.0,120.0,66.0,54.0,
T-02458,3,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02459,1,SKU-090,Honey,2,170.0,340.0,153.0,187.0,
T-02460,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02461,1,SKU-107,Tea,4,42.0,168.0,67.2,100.8,
T-02462,1,SKU-050,Souvenir,1,10.0,10.0,3.5,6.5,
T-02462,2,SKU-091,Honey,2,55.0,110.0,49.5,60.5,
T-02463,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02463,2,SKU-079,Apparel,4,40.0,160.0,64.0,96.0,
T-02464,1,SKU-061,Confectionery,2,7.0,14.0,7.0,7.0,
T-02464,2,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-02465,1,SKU-068,Confectionery,1,22.0,22.0,11.0,11.0,
T-02466,1,SKU-026,Liquor,1,88.0,88.0,48.4,39.6,
T-02466,2,SKU-003,Cosmetics,1,36.0,36.0,14.4,21.6,
T-02467,1,SKU-063,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02467,2,SKU-063,Confectionery,2,7.0,14.0,7.0,7.0,
T-02468,1,SKU-054,Souvenir,2,18.0,36.0,12.6,23.4,
T-02469,1,SKU-001,Cosmetics,3,8.0,24.0,9.6,14.4,
T-02469,2,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-02469,3,SKU-006,Cosmetics,1,22.0,22.0,8.8,13.2,
T-02470,1,SKU-011,Cosmetics,2,9.0,18.0,7.2,10.8,
T-02471,1,SKU-046,Souvenir,3,12.0,36.0,12.6,23.4,
T-02472,1,SKU-081,Apparel,3,80.0,240.0,96.0,144.0,
T-02472,2,SKU-032,Liquor,2,65.0,130.0,71.5,58.5,
T-02472,3,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-02473,1,SKU-101,Indigenous,1,24.0,24.0,7.2,16.8,
T-02474,1,SKU-009,Cosmetics,4,45.0,180.0,72.0,108.0,
T-02475,1,SKU-094,Honey,2,45.0,90.0,40.5,49.5,
T-02475,2,SKU-094,Honey,1,45.0,45.0,20.25,24.75,
T-02476,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-02476,2,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-02476,3,SKU-065,Confectionery,2,7.0,14.0,7.0,7.0,
T-02477,1,SKU-073,Confectionery,1,13.0,13.0,6.5,6.5,
T-02477,2,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-02477,3,SKU-052,Souvenir,1,18.0,18.0,6.3,11.7,
T-02478,1,SKU-089,Honey,1,90.0,90.0,40.5,49.5,
T-02478,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02478,3,SKU-088,Honey,4,60.0,240.0,108.0,132.0,
T-02479,1,SKU-052,Souvenir,2,18.0,36.0,12.6,23.4,
T-02480,1,SKU-099,Indigenous,2,55.0,110.0,33.0,77.0,
T-02480,2,SKU-079,Apparel,2,40.0,80.0,32.0,48.0,
T-02481,1,SKU-013,Cosmetics,2,18.0,36.0,14.4,21.6,
T-02482,1,SKU-021,Liquor,1,999.0,999.0,549.45,449.55,
T-02482,2,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-02483,1,SKU-089,Honey,2,90.0,180.0,81.0,99.0,
T-02483,2,SKU-079,Apparel,2,40.0,80.0,32.0,48.0,
T-02484,1,SKU-071,Confectionery,2,22.0,44.0,22.0,22.0,
T-02484,2,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-02485,1,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02486,1,SKU-008,Cosmetics,1,9.0,9.0,3.6,5.4,
T-02487,1,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-02487,2,SKU-012,Cosmetics,4,12.0,48.0,19.2,28.8,
T-02488,1,SKU-052,Souvenir,4,18.0,72.0,25.2,46.8,
T-02488,2,SKU-098,Indigenous,1,25.0,25.0,7.5,17.5,
T-02488,3,SKU-051,Souvenir,4,18.0,72.0,25.2,46.8,
T-02489,1,SKU-083,Apparel,2,180.0,360.0,144.0,216.0,
T-02489,2,SKU-105,Indigenous,2,48.0,96.0,28.8,67.2,
T-02490,1,SKU-020,Liquor,3,120.0,360.0,198.0,162.0,
T-02491,1,SKU-089,Honey,2,90.0,180.0,81.0,99.0,
T-02491,2,SKU-088,Honey,3,60.0,180.0,81.0,99.0,
T-02491,3,SKU-065,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02492,1,SKU-068,Confectionery,1,22.0,22.0,11.0,11.0,
T-02493,1,SKU-059,Confectionery,1,22.0,22.0,11.0,11.0,
T-02494,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-02494,2,SKU-050,Souvenir,2,10.0,20.0,7.0,13.0,
T-02495,1,SKU-105,Indigenous,1,48.0,48.0,14.4,33.6,
T-02495,2,SKU-061,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02496,1,SKU-089,Honey,1,90.0,90.0,40.5,49.5,
T-02497,1,SKU-077,Confectionery,2,17.0,34.0,17.0,17.0,
T-02497,2,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-02497,3,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02498,1,SKU-072,Confectionery,2,35.0,70.0,35.0,35.0,
T-02499,1,SKU-087,Honey,5,45.0,225.0,101.25,123.75,
T-02499,2,SKU-076,Confectionery,1,11.0,11.0,5.5,5.5,
T-02500,1,SKU-009,Cosmetics,3,45.0,135.0,54.0,81.0,
T-02500,2,SKU-074,Confectionery,5,27.0,135.0,67.5,67.5,
T-02501,1,SKU-021,Liquor,4,999.0,3996.0,2197.8,1798.2,
T-02501,2,SKU-108,Tea,4,62.0,248.0,99.2,148.8,
T-02501,3,SKU-009,Cosmetics,1,45.0,45.0,18.0,27.0,
T-02502,1,SKU-072,Confectionery,2,35.0,70.0,35.0,35.0,
T-02502,2,SKU-079,Apparel,5,40.0,200.0,80.0,120.0,
T-02503,1,SKU-059,Confectionery,1,22.0,22.0,11.0,11.0,
T-02503,2,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-02503,3,SKU-084,Apparel,3,100.0,300.0,120.0,180.0,
T-02504,1,SKU-041,Jewellery,2,90.0,180.0,72.0,108.0,
T-02505,1,SKU-087,Honey,1,45.0,45.0,20.25,24.75,
T-02506,1,SKU-026,Liquor,1,88.0,88.0,48.4,39.6,
T-02506,2,SKU-080,Apparel,3,55.0,165.0,66.0,99.0,
T-02507,1,SKU-069,Confectionery,2,27.0,54.0,27.0,27.0,
T-02507,2,SKU-011,Cosmetics,1,9.0,9.0,3.6,5.4,
T-02508,1,SKU-088,Honey,1,60.0,60.0,27.0,33.0,
T-02509,1,SKU-099,Indigenous,2,55.0,110.0,33.0,77.0,
T-02510,1,SKU-048,Souvenir,5,20.0,100.0,35.0,65.0,
T-02510,2,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02511,1,SKU-032,Liquor,1,65.0,65.0,35.75,29.25,
T-02512,1,SKU-088,Honey,3,60.0,180.0,81.0,99.0,
T-02512,2,SKU-016,Cosmetics,4,42.0,168.0,67.2,100.8,
T-02512,3,SKU-015,Cosmetics,2,11.0,22.0,8.8,13.2,
T-02513,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02514,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-02515,1,SKU-089,Honey,4,90.0,360.0,162.0,198.0,
T-02515,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02516,1,SKU-022,Liquor,2,40.0,80.0,44.0,36.0,
T-02517,1,SKU-044,Jewellery,3,150.0,450.0,180.0,270.0,
T-02518,1,SKU-053,Souvenir,2,45.0,90.0,31.5,58.5,
T-02518,2,SKU-029,Liquor,1,45.0,45.0,24.75,20.25,
T-02518,3,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-02519,1,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-02520,1,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-02521,1,SKU-044,Jewellery,3,150.0,450.0,180.0,270.0,
T-02521,2,SKU-070,Confectionery,1,12.0,12.0,6.0,6.0,
T-02521,3,SKU-065,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02521,4,SKU-010,Cosmetics,2,10.0,20.0,8.0,12.0,
T-02522,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02523,1,SKU-003,Cosmetics,1,36.0,36.0,14.4,21.6,
T-02523,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02523,3,SKU-060,Confectionery,1,7.0,7.0,3.5,3.5,
T-02524,1,SKU-064,Confectionery,1,7.0,7.0,3.5,3.5,
T-02524,2,SKU-004,Cosmetics,1,60.0,60.0,24.0,36.0,
T-02525,1,SKU-053,Souvenir,2,45.0,90.0,31.5,58.5,
T-02525,2,SKU-037,Jewellery,3,520.0,1560.0,624.0,936.0,
T-02526,1,SKU-104,Indigenous,1,22.0,22.0,6.6,15.4,
T-02527,1,SKU-025,Liquor,1,62.0,62.0,34.1,27.9,
T-02527,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02527,3,SKU-013,Cosmetics,4,18.0,72.0,28.8,43.2,
T-02528,1,SKU-048,Souvenir,2,20.0,40.0,14.0,26.0,
T-02529,1,SKU-073,Confectionery,2,13.0,26.0,13.0,13.0,
T-02529,2,SKU-011,Cosmetics,3,9.0,27.0,10.8,16.2,
T-02530,1,SKU-079,Apparel,4,40.0,160.0,64.0,96.0,
T-02530,2,SKU-081,Apparel,4,80.0,320.0,128.0,192.0,
T-02531,1,SKU-092,Honey,1,75.0,75.0,33.75,41.25,
T-02532,1,SKU-077,Confectionery,1,17.0,17.0,8.5,8.5,
T-02532,2,SKU-070,Confectionery,2,12.0,24.0,12.0,12.0,
T-02533,1,SKU-027,Liquor,2,210.0,420.0,231.0,189.0,
T-02533,2,SKU-055,Souvenir,1,45.0,45.0,15.75,29.25,
T-02533,3,SKU-063,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02534,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02534,2,SKU-015,Cosmetics,1,11.0,11.0,4.4,6.6,
T-02534,3,SKU-018,Liquor,1,115.0,115.0,63.25,51.75,
T-02535,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02535,2,SKU-060,Confectionery,2,7.0,14.0,7.0,7.0,
T-02535,3,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-02536,1,SKU-049,Souvenir,3,25.0,75.0,26.25,48.75,
T-02537,1,SKU-042,Jewellery,1,65.0,65.0,26.0,39.0,
T-02538,1,SKU-010,Cosmetics,4,10.0,40.0,16.0,24.0,
T-02538,2,SKU-045,Jewellery,4,200.0,800.0,320.0,480.0,
T-02539,1,SKU-006,Cosmetics,1,22.0,22.0,8.8,13.2,
T-02539,2,SKU-065,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02540,1,SKU-098,Indigenous,1,25.0,25.0,7.5,17.5,
T-02541,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02541,2,SKU-010,Cosmetics,1,10.0,10.0,4.0,6.0,
T-02542,1,SKU-026,Liquor,2,88.0,176.0,96.8,79.2,
T-02542,2,SKU-090,Honey,1,170.0,170.0,76.5,93.5,
T-02542,3,SKU-054,Souvenir,2,18.0,36.0,12.6,23.4,
T-02543,1,SKU-008,Cosmetics,4,9.0,36.0,14.4,21.6,
T-02543,2,SKU-090,Honey,1,170.0,170.0,76.5,93.5,
T-02544,1,SKU-001,Cosmetics,5,8.0,40.0,16.0,24.0,
T-02544,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-02545,1,SKU-005,Cosmetics,1,9.0,9.0,3.6,5.4,
T-02545,2,SKU-107,Tea,4,42.0,168.0,67.2,100.8,
T-02546,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-02547,1,SKU-022,Liquor,4,40.0,160.0,88.0,72.0,
T-02547,2,SKU-108,Tea,4,62.0,248.0,99.2,148.8,
T-02547,3,SKU-090,Honey,5,170.0,850.0,382.5,467.5,
T-02548,1,SKU-107,Tea,3,42.0,126.0,50.4,75.6,
T-02548,2,SKU-083,Apparel,3,180.0,540.0,216.0,324.0,
T-02549,1,SKU-042,Jewellery,1,65.0,65.0,26.0,39.0,
T-02549,2,SKU-054,Souvenir,3,18.0,54.0,18.9,35.1,
T-02550,1,SKU-053,Souvenir,1,45.0,45.0,15.75,29.25,
T-02550,2,SKU-014,Cosmetics,1,27.0,27.0,10.8,16.2,
T-02550,3,SKU-051,Souvenir,1,18.0,18.0,6.3,11.7,
T-02551,1,SKU-047,Souvenir,1,9.0,9.0,3.15,5.85,
T-02551,2,SKU-094,Honey,1,45.0,45.0,20.25,24.75,
T-02552,1,SKU-103,Indigenous,1,18.0,18.0,5.4,12.6,
T-02553,1,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-02553,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
