flight_no,airline,destination,departure_time,flight_status
QF7,Qantas,Los Angeles,2024-07-14 11:57:00,Cancelled
SQ213,Singapore Airlines,Singapore,2024-07-14 13:27:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-14 15:49:00,On Time
QF1,Qantas,Singapore,2024-07-14 16:35:00,On Time
QR007,Qatar Airways,Doha,2024-07-14 20:47:00,On Time
UA839,United Airlines,Los Angeles,2024-07-14 20:58:00,On Time
EK413,Emirates,Dubai,2024-07-14 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-15 07:27:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-15 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-15 08:49:00,On Time
TG476,Thai Airways,Bangkok,2024-07-15 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-07-15 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-07-15 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-15 09:48:00,Delayed
JL771,Japan Airlines,Tokyo,2024-07-15 09:59:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-15 10:27:00,On Time
KE601,Korean Air,Seoul,2024-07-15 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-07-15 11:57:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-15 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-15 15:46:00,Delayed
QF1,Qantas,Singapore,2024-07-15 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-07-15 20:41:00,On Time
EK413,Emirates,Dubai,2024-07-15 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-16 07:30:00,On Time
TR13,Scoot,Singapore,2024-07-16 07:49:00,On Time
5J32,Cebu Pacific,Manila,2024-07-16 08:01:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-16 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-16 08:43:00,On Time
MU502,China Eastern,Shanghai,2024-07-16 09:12:00,Delayed
CA781,Air China,Beijing,2024-07-16 09:58:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-16 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-16 10:26:00,On Time
NH880,ANA,Tokyo,2024-07-16 11:16:00,On Time
KE601,Korean Air,Seoul,2024-07-16 11:31:00,On Time
QF7,Qantas,Los Angeles,2024-07-16 11:51:00,On Time
QF1,Qantas,Singapore,2024-07-16 16:28:00,Delayed
UA839,United Airlines,Los Angeles,2024-07-16 21:05:00,On Time
EK413,Emirates,Dubai,2024-07-16 21:10:00,Delayed
GA715,Garuda Indonesia,Bali,2024-07-17 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-17 08:05:00,On Time
TG476,Thai Airways,Bangkok,2024-07-17 09:02:00,Delayed
MU502,China Eastern,Shanghai,2024-07-17 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-07-17 09:31:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-07-17 09:44:00,Delayed
JL771,Japan Airlines,Tokyo,2024-07-17 09:56:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-07-17 10:25:00,On Time
KE601,Korean Air,Seoul,2024-07-17 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-07-17 11:50:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-17 13:29:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-17 15:43:00,On Time
QF1,Qantas,Singapore,2024-07-17 16:32:00,On Time
QR007,Qatar Airways,Doha,2024-07-17 20:48:00,On Time
EK413,Emirates,Dubai,2024-07-17 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-18 07:33:00,On Time
TR13,Scoot,Singapore,2024-07-18 07:40:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-18 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-18 08:44:00,On Time
TG476,Thai Airways,Bangkok,2024-07-18 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-07-18 09:20:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-18 10:04:00,Delayed
CA781,Air China,Beijing,2024-07-18 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-18 10:29:00,On Time
NH880,ANA,Tokyo,2024-07-18 11:13:00,On Time
KE601,Korean Air,Seoul,2024-07-18 11:28:00,Delayed
QF7,Qantas,Los Angeles,2024-07-18 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-18 13:25:00,On Time
QF1,Qantas,Singapore,2024-07-18 16:30:00,Delayed
UA839,United Airlines,Los Angeles,2024-07-18 20:58:00,On Time
EK413,Emirates,Dubai,2024-07-18 21:09:00,Delayed
GA715,Garuda Indonesia,Bali,2024-07-19 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-19 07:56:00,On Time
5J32,Cebu Pacific,Manila,2024-07-19 08:03:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-19 08:45:00,On Time
MU502,China Eastern,Shanghai,2024-07-19 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-07-19 09:27:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-07-19 09:42:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-19 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-19 10:26:00,On Time
KE601,Korean Air,Seoul,2024-07-19 11:31:00,On Time
QF7,Qantas,Los Angeles,2024-07-19 11:50:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-19 15:42:00,On Time
QF1,Qantas,Singapore,2024-07-19 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-07-19 20:41:00,On Time
EK413,Emirates,Dubai,2024-07-19 21:09:00,Delayed
GA715,Garuda Indonesia,Bali,2024-07-20 07:29:00,Delayed
TR13,Scoot,Singapore,2024-07-20 07:42:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-20 07:59:00,On Time
TG476,Thai Airways,Bangkok,2024-07-20 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-07-20 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-07-20 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-20 09:49:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-20 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-20 10:29:00,On Time
NH880,ANA,Tokyo,2024-07-20 11:14:00,On Time
KE601,Korean Air,Seoul,2024-07-20 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-07-20 11:55:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-07-20 13:31:00,On Time
QF1,Qantas,Singapore,2024-07-20 16:25:00,On Time
UA839,United Airlines,Los Angeles,2024-07-20 21:05:00,On Time
EK413,Emirates,Dubai,2024-07-20 21:14:00,Cancelled
GA715,Garuda Indonesia,Bali,2024-07-21 07:35:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-21 08:00:00,On Time
5J32,Cebu Pacific,Manila,2024-07-21 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-21 08:50:00,On Time
TG476,Thai Airways,Bangkok,2024-07-21 09:03:00,On Time
MU502,China Eastern,Shanghai,2024-07-21 09:16:00,Delayed
PR211,Philippine Airlines,Manila,2024-07-21 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-21 09:50:00,Delayed
JL771,Japan Airlines,Tokyo,2024-07-21 09:56:00,On Time
CA781,Air China,Beijing,2024-07-21 09:57:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-21 10:35:00,On Time
NH880,ANA,Tokyo,2024-07-21 11:18:00,Delayed
KE601,Korean Air,Seoul,2024-07-21 11:25:00,Delayed
QF7,Qantas,Los Angeles,2024-07-21 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-21 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-21 15:47:00,On Time
QF1,Qantas,Singapore,2024-07-21 16:26:00,On Time
QR007,Qatar Airways,Doha,2024-07-21 20:45:00,Delayed
UA839,United Airlines,Los Angeles,2024-07-21 20:59:00,On Time
EK413,Emirates,Dubai,2024-07-21 21:05:00,Delayed
GA715,Garuda Indonesia,Bali,2024-07-22 07:29:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-22 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-22 08:41:00,On Time
TG476,Thai Airways,Bangkok,2024-07-22 08:58:00,On Time
MU502,China Eastern,Shanghai,2024-07-22 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-07-22 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-22 09:46:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-22 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-22 10:25:00,On Time
KE601,Korean Air,Seoul,2024-07-22 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-07-22 11:58:00,Cancelled
SQ213,Singapore Airlines,Singapore,2024-07-22 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-22 15:49:00,On Time
QF1,Qantas,Singapore,2024-07-22 16:35:00,Delayed
QR007,Qatar Airways,Doha,2024-07-22 20:40:00,Delayed
EK413,Emirates,Dubai,2024-07-22 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-23 07:34:00,On Time
TR13,Scoot,Singapore,2024-07-23 07:44:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-23 07:57:00,On Time
5J32,Cebu Pacific,Manila,2024-07-23 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-23 08:46:00,On Time
MU502,China Eastern,Shanghai,2024-07-23 09:15:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-23 10:01:00,Delayed
CA781,Air China,Beijing,2024-07-23 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-23 10:26:00,On Time
NH880,ANA,Tokyo,2024-07-23 11:13:00,On Time
KE601,Korean Air,Seoul,2024-07-23 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-07-23 11:58:00,On Time
QF1,Qantas,Singapore,2024-07-23 16:30:00,On Time
UA839,United Airlines,Los Angeles,2024-07-23 21:00:00,Delayed
EK413,Emirates,Dubai,2024-07-23 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-24 07:31:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-24 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-07-24 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-07-24 09:14:00,Delayed
PR211,Philippine Airlines,Manila,2024-07-24 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-24 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-24 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-24 10:29:00,On Time
KE601,Korean Air,Seoul,2024-07-24 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-07-24 11:54:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-07-24 13:33:00,Delayed
CX103,Cathay Pacific,Hong Kong,2024-07-24 15:48:00,Delayed
QF1,Qantas,Singapore,2024-07-24 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-07-24 20:49:00,On Time
EK413,Emirates,Dubai,2024-07-24 21:13:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-25 07:28:00,On Time
TR13,Scoot,Singapore,2024-07-25 07:42:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-25 07:58:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-25 08:48:00,On Time
TG476,Thai Airways,Bangkok,2024-07-25 08:58:00,Delayed
MU502,China Eastern,Shanghai,2024-07-25 09:15:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-25 09:58:00,On Time
CA781,Air China,Beijing,2024-07-25 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-25 10:34:00,On Time
NH880,ANA,Tokyo,2024-07-25 11:13:00,Delayed
KE601,Korean Air,Seoul,2024-07-25 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-07-25 11:58:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-25 13:28:00,On Time
QF1,Qantas,Singapore,2024-07-25 16:25:00,On Time
UA839,United Airlines,Los Angeles,2024-07-25 20:56:00,On Time
EK413,Emirates,Dubai,2024-07-25 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-26 07:25:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-26 07:55:00,On Time
5J32,Cebu Pacific,Manila,2024-07-26 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-26 08:43:00,On Time
MU502,China Eastern,Shanghai,2024-07-26 09:14:00,On Time
PR211,Philippine Airlines,Manila,2024-07-26 09:32:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-07-26 09:44:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-26 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-26 10:34:00,On Time
KE601,Korean Air,Seoul,2024-07-26 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-07-26 11:54:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-26 15:50:00,On Time
QF1,Qantas,Singapore,2024-07-26 16:32:00,On Time
QR007,Qatar Airways,Doha,2024-07-26 20:45:00,On Time
EK413,Emirates,Dubai,2024-07-26 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-27 07:25:00,On Time
TR13,Scoot,Singapore,2024-07-27 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-27 07:59:00,On Time
TG476,Thai Airways,Bangkok,2024-07-27 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-07-27 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-07-27 09:28:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-27 09:44:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-27 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-27 10:29:00,On Time
NH880,ANA,Tokyo,2024-07-27 11:18:00,On Time
KE601,Korean Air,Seoul,2024-07-27 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-07-27 11:55:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-27 13:35:00,On Time
QF1,Qantas,Singapore,2024-07-27 16:27:00,Delayed
UA839,United Airlines,Los Angeles,2024-07-27 21:01:00,On Time
EK413,Emirates,Dubai,2024-07-27 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-28 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-28 07:57:00,Delayed
5J32,Cebu Pacific,Manila,2024-07-28 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-28 08:49:00,On Time
TG476,Thai Airways,Bangkok,2024-07-28 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-07-28 09:14:00,On Time
PR211,Philippine Airlines,Manila,2024-07-28 09:27:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-07-28 09:44:00,On Time
CA781,Air China,Beijing,2024-07-28 10:00:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-28 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-28 10:32:00,On Time
NH880,ANA,Tokyo,2024-07-28 11:10:00,On Time
KE601,Korean Air,Seoul,2024-07-28 11:32:00,Delayed
QF7,Qantas,Los Angeles,2024-07-28 11:57:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-07-28 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-28 15:43:00,Delayed
QF1,Qantas,Singapore,2024-07-28 16:26:00,On Time
QR007,Qatar Airways,Doha,2024-07-28 20:47:00,On Time
UA839,United Airlines,Los Angeles,2024-07-28 21:02:00,On Time
EK413,Emirates,Dubai,2024-07-28 21:13:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-29 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-29 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-29 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-07-29 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-07-29 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-07-29 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-07-29 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-29 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-29 10:28:00,On Time
KE601,Korean Air,Seoul,2024-07-29 11:25:00,Cancelled
QF7,Qantas,Los Angeles,2024-07-29 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-29 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-29 15:43:00,On Time
QF1,Qantas,Singapore,2024-07-29 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-07-29 20:42:00,On Time
EK413,Emirates,Dubai,2024-07-29 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-30 07:33:00,Delayed
TR13,Scoot,Singapore,2024-07-30 07:49:00,On Time
5J32,Cebu Pacific,Manila,2024-07-30 07:59:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-30 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-07-30 08:48:00,On Time
MU502,China Eastern,Shanghai,2024-07-30 09:17:00,On Time
CA781,Air China,Beijing,2024-07-30 09:57:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-30 09:59:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-30 10:34:00,On Time
NH880,ANA,Tokyo,2024-07-30 11:19:00,On Time
KE601,Korean Air,Seoul,2024-07-30 11:28:00,Delayed
QF7,Qantas,Los Angeles,2024-07-30 11:50:00,On Time
QF1,Qantas,Singapore,2024-07-30 16:27:00,On Time
UA839,United Airlines,Los Angeles,2024-07-30 21:05:00,On Time
EK413,Emirates,Dubai,2024-07-30 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-07-31 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-07-31 08:03:00,Delayed
TG476,Thai Airways,Bangkok,2024-07-31 08:57:00,On Time
MU502,China Eastern,Shanghai,2024-07-31 09:11:00,Delayed
PR211,Philippine Airlines,Manila,2024-07-31 09:27:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-07-31 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-07-31 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-07-31 10:32:00,On Time
KE601,Korean Air,Seoul,2024-07-31 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-07-31 11:53:00,On Time
SQ213,Singapore Airlines,Singapore,2024-07-31 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-07-31 15:48:00,On Time
QF1,Qantas,Singapore,2024-07-31 16:35:00,On Time
QR007,Qatar Airways,Doha,2024-07-31 20:48:00,On Time
EK413,Emirates,Dubai,2024-07-31 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-01 07:31:00,On Time
TR13,Scoot,Singapore,2024-08-01 07:50:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-01 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-01 08:46:00,On Time
TG476,Thai Airways,Bangkok,2024-08-01 09:05:00,Delayed
MU502,China Eastern,Shanghai,2024-08-01 09:12:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-01 09:57:00,On Time
CA781,Air China,Beijing,2024-08-01 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-01 10:26:00,On Time
NH880,ANA,Tokyo,2024-08-01 11:14:00,On Time
KE601,Korean Air,Seoul,2024-08-01 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-08-01 11:58:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-01 13:27:00,On Time
QF1,Qantas,Singapore,2024-08-01 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-08-01 20:56:00,On Time
EK413,Emirates,Dubai,2024-08-01 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-02 07:27:00,On Time
5J32,Cebu Pacific,Manila,2024-08-02 07:56:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-02 07:57:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-02 08:41:00,On Time
MU502,China Eastern,Shanghai,2024-08-02 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-08-02 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-02 09:48:00,Delayed
JL771,Japan Airlines,Tokyo,2024-08-02 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-02 10:30:00,On Time
KE601,Korean Air,Seoul,2024-08-02 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-08-02 11:56:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-02 15:45:00,Delayed
QF1,Qantas,Singapore,2024-08-02 16:29:00,Delayed
QR007,Qatar Airways,Doha,2024-08-02 20:45:00,Delayed
EK413,Emirates,Dubai,2024-08-02 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-03 07:26:00,On Time
TR13,Scoot,Singapore,2024-08-03 07:42:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-03 08:01:00,Delayed
TG476,Thai Airways,Bangkok,2024-08-03 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-08-03 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-08-03 09:28:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-03 09:42:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-03 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-03 10:28:00,Delayed
NH880,ANA,Tokyo,2024-08-03 11:19:00,On Time
KE601,Korean Air,Seoul,2024-08-03 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-08-03 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-03 13:25:00,On Time
QF1,Qantas,Singapore,2024-08-03 16:32:00,On Time
UA839,United Airlines,Los Angeles,2024-08-03 20:55:00,On Time
EK413,Emirates,Dubai,2024-08-03 21:09:00,Delayed
GA715,Garuda Indonesia,Bali,2024-08-04 07:35:00,On Time
5J32,Cebu Pacific,Manila,2024-08-04 07:59:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-04 07:59:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-04 08:45:00,On Time
TG476,Thai Airways,Bangkok,2024-08-04 09:03:00,On Time
MU502,China Eastern,Shanghai,2024-08-04 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-08-04 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-04 09:43:00,On Time
CA781,Air China,Beijing,2024-08-04 10:03:00,Delayed
JL771,Japan Airlines,Tokyo,2024-08-04 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-04 10:34:00,Delayed
NH880,ANA,Tokyo,2024-08-04 11:12:00,On Time
KE601,Korean Air,Seoul,2024-08-04 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-08-04 11:55:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-08-04 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-04 15:48:00,On Time
QF1,Qantas,Singapore,2024-08-04 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-08-04 20:44:00,On Time
UA839,United Airlines,Los Angeles,2024-08-04 20:57:00,On Time
EK413,Emirates,Dubai,2024-08-04 21:12:00,Delayed
GA715,Garuda Indonesia,Bali,2024-08-05 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-05 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-05 08:46:00,On Time
TG476,Thai Airways,Bangkok,2024-08-05 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-08-05 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-08-05 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-05 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-05 10:04:00,Cancelled
CX101,Cathay Pacific,Hong Kong,2024-08-05 10:27:00,On Time
KE601,Korean Air,Seoul,2024-08-05 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-08-05 11:59:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-08-05 13:28:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-05 15:40:00,On Time
QF1,Qantas,Singapore,2024-08-05 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-08-05 20:44:00,On Time
EK413,Emirates,Dubai,2024-08-05 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-06 07:25:00,On Time
TR13,Scoot,Singapore,2024-08-06 07:48:00,On Time
5J32,Cebu Pacific,Manila,2024-08-06 07:55:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-06 07:57:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-06 08:49:00,Delayed
MU502,China Eastern,Shanghai,2024-08-06 09:15:00,On Time
CA781,Air China,Beijing,2024-08-06 09:59:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-06 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-06 10:34:00,On Time
NH880,ANA,Tokyo,2024-08-06 11:13:00,On Time
KE601,Korean Air,Seoul,2024-08-06 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-08-06 11:57:00,On Time
QF1,Qantas,Singapore,2024-08-06 16:33:00,On Time
UA839,United Airlines,Los Angeles,2024-08-06 21:01:00,On Time
EK413,Emirates,Dubai,2024-08-06 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-07 07:33:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-08-07 08:02:00,On Time
TG476,Thai Airways,Bangkok,2024-08-07 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-08-07 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-08-07 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-07 09:44:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-07 10:01:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-07 10:26:00,On Time
KE601,Korean Air,Seoul,2024-08-07 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-08-07 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-07 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-07 15:41:00,On Time
QF1,Qantas,Singapore,2024-08-07 16:28:00,Delayed
QR007,Qatar Airways,Doha,2024-08-07 20:44:00,Delayed
EK413,Emirates,Dubai,2024-08-07 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-08 07:28:00,On Time
TR13,Scoot,Singapore,2024-08-08 07:50:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-08 08:01:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-08 08:43:00,On Time
TG476,Thai Airways,Bangkok,2024-08-08 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-08-08 09:13:00,On Time
CA781,Air China,Beijing,2024-08-08 09:56:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-08 09:59:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-08 10:25:00,On Time
NH880,ANA,Tokyo,2024-08-08 11:17:00,On Time
KE601,Korean Air,Seoul,2024-08-08 11:35:00,Delayed
QF7,Qantas,Los Angeles,2024-08-08 11:50:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-08 13:30:00,On Time
QF1,Qantas,Singapore,2024-08-08 16:25:00,On Time
UA839,United Airlines,Los Angeles,2024-08-08 21:04:00,On Time
EK413,Emirates,Dubai,2024-08-08 21:14:00,On Time
