flight_id,flight_no,airline,destination,departure_time,flight_status
FL-2588,JL771,Japan Airlines,Tokyo,2024-06-09 09:55:00,On Time
FL-2589,CA781,Air China,Beijing,2024-06-09 10:03:00,On Time
FL-2590,CX101,Cathay Pacific,Hong Kong,2024-06-09 10:35:00,On Time
FL-2591,NH880,ANA,Tokyo,2024-06-09 11:15:00,On Time
FL-2592,KE601,Korean Air,Seoul,2024-06-09 11:33:00,On Time
FL-2593,QF7,Qantas,Los Angeles,2024-06-09 12:00:00,On Time
FL-2594,SQ213,Singapore Airlines,Singapore,2024-06-09 13:25:00,On Time
FL-2595,CX103,Cathay Pacific,Hong Kong,2024-06-09 15:48:00,On Time
FL-2596,QF1,Qantas,Singapore,2024-06-09 16:30:00,On Time
FL-2597,QR007,Qatar Airways,Doha,2024-06-09 20:42:00,On Time
FL-2598,UA839,United Airlines,Los Angeles,2024-06-09 20:56:00,On Time
FL-2599,EK413,Emirates,Dubai,2024-06-09 21:15:00,On Time
FL-2600,GA715,Garuda Indonesia,Bali,2024-06-10 07:35:00,On Time
FL-2601,SQ211,Singapore Airlines,Singapore,2024-06-10 07:59:00,On Time
FL-2602,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-10 08:40:00,On Time
FL-2603,TG476,Thai Airways,Bangkok,2024-06-10 08:55:00,On Time
FL-2604,MU502,China Eastern,Shanghai,2024-06-10 09:15:00,Delayed
FL-2605,PR211,Philippine Airlines,Manila,2024-06-10 09:34:00,On Time
FL-2606,OZ602,Asiana Airlines,Seoul,2024-06-10 09:45:00,On Time
FL-2607,JL771,Japan Airlines,Tokyo,2024-06-10 10:01:00,On Time
FL-2608,CX101,Cathay Pacific,Hong Kong,2024-06-10 10:34:00,On Time
FL-2609,KE601,Korean Air,Seoul,2024-06-10 11:34:00,On Time
FL-2610,QF7,Qantas,Los Angeles,2024-06-10 11:51:00,Delayed
FL-2611,SQ213,Singapore Airlines,Singapore,2024-06-10 13:27:00,On Time
FL-2612,CX103,Cathay Pacific,Hong Kong,2024-06-10 15:45:00,On Time
FL-2613,QF1,Qantas,Singapore,2024-06-10 16:30:00,On Time
FL-2614,QR007,Qatar Airways,Doha,2024-06-10 20:46:00,On Time
FL-2615,EK413,Emirates,Dubai,2024-06-10 21:09:00,On Time
FL-2616,GA715,Garuda Indonesia,Bali,2024-06-11 07:35:00,On Time
FL-2617,TR13,Scoot,Singapore,2024-06-11 07:46:00,Cancelled
FL-2618,SQ211,Singapore Airlines,Singapore,2024-06-11 07:57:00,On Time
FL-2619,5J32,Cebu Pacific,Manila,2024-06-11 08:04:00,On Time
FL-2620,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-11 08:41:00,Delayed
FL-2621,MU502,China Eastern,Shanghai,2024-06-11 09:13:00,On Time
FL-2622,CA781,Air China,Beijing,2024-06-11 09:55:00,On Time
FL-2623,JL771,Japan Airlines,Tokyo,2024-06-11 09:57:00,Delayed
FL-2624,CX101,Cathay Pacific,Hong Kong,2024-06-11 10:29:00,On Time
FL-2625,NH880,ANA,Tokyo,2024-06-11 11:16:00,On Time
FL-2626,KE601,Korean Air,Seoul,2024-06-11 11:30:00,Delayed
FL-2627,QF7,Qantas,Los Angeles,2024-06-11 11:50:00,On Time
FL-2628,QF1,Qantas,Singapore,2024-06-11 16:26:00,On Time
FL-2629,UA839,United Airlines,Los Angeles,2024-06-11 21:02:00,On Time
FL-2630,EK413,Emirates,Dubai,2024-06-11 21:08:00,On Time
FL-2631,GA715,Garuda Indonesia,Bali,2024-06-12 07:25:00,On Time
FL-2632,SQ211,Singapore Airlines,Singapore,2024-06-12 07:59:00,On Time
FL-2633,TG476,Thai Airways,Bangkok,2024-06-12 08:57:00,On Time
FL-2634,MU502,China Eastern,Shanghai,2024-06-12 09:16:00,On Time
FL-2635,PR211,Philippine Airlines,Manila,2024-06-12 09:31:00,Delayed
FL-2636,OZ602,Asiana Airlines,Seoul,2024-06-12 09:48:00,On Time
FL-2637,JL771,Japan Airlines,Tokyo,2024-06-12 09:58:00,On Time
FL-2638,CX101,Cathay Pacific,Hong Kong,2024-06-12 10:31:00,On Time
FL-2639,KE601,Korean Air,Seoul,2024-06-12 11:28:00,On Time
FL-2640,QF7,Qantas,Los Angeles,2024-06-12 11:59:00,On Time
FL-2641,SQ213,Singapore Airlines,Singapore,2024-06-12 13:28:00,On Time
FL-2642,CX103,Cathay Pacific,Hong Kong,2024-06-12 15:45:00,On Time
FL-2643,QF1,Qantas,Singapore,2024-06-12 16:29:00,On Time
FL-2644,QR007,Qatar Airways,Doha,2024-06-12 20:43:00,On Time
FL-2645,EK413,Emirates,Dubai,2024-06-12 21:15:00,On Time
FL-2646,GA715,Garuda Indonesia,Bali,2024-06-13 07:26:00,Delayed
FL-2647,TR13,Scoot,Singapore,2024-06-13 07:41:00,On Time
FL-2648,SQ211,Singapore Airlines,Singapore,2024-06-13 07:57:00,On Time
FL-2649,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-13 08:48:00,On Time
FL-2650,TG476,Thai Airways,Bangkok,2024-06-13 09:02:00,On Time
FL-2651,MU502,China Eastern,Shanghai,2024-06-13 09:19:00,On Time
FL-2652,CA781,Air China,Beijing,2024-06-13 10:04:00,On Time
FL-2653,JL771,Japan Airlines,Tokyo,2024-06-13 10:05:00,On Time
FL-2654,CX101,Cathay Pacific,Hong Kong,2024-06-13 10:25:00,On Time
FL-2655,NH880,ANA,Tokyo,2024-06-13 11:18:00,On Time
FL-2656,KE601,Korean Air,Seoul,2024-06-13 11:29:00,On Time
FL-2657,QF7,Qantas,Los Angeles,2024-06-13 11:59:00,On Time
FL-2658,SQ213,Singapore Airlines,Singapore,2024-06-13 13:32:00,On Time
FL-2659,QF1,Qantas,Singapore,2024-06-13 16:30:00,On Time
FL-2660,UA839,United Airlines,Los Angeles,2024-06-13 20:56:00,On Time
FL-2661,EK413,Emirates,Dubai,2024-06-13 21:10:00,On Time
FL-2662,GA715,Garuda Indonesia,Bali,2024-06-14 07:34:00,On Time
FL-2663,SQ211,Singapore Airlines,Singapore,2024-06-14 07:58:00,On Time
FL-2664,5J32,Cebu Pacific,Manila,2024-06-14 08:03:00,On Time
FL-2665,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-14 08:50:00,On Time
FL-2666,MU502,China Eastern,Shanghai,2024-06-14 09:15:00,On Time
FL-2667,PR211,Philippine Airlines,Manila,2024-06-14 09:29:00,On Time
FL-2668,OZ602,Asiana Airlines,Seoul,2024-06-14 09:50:00,On Time
FL-2669,JL771,Japan Airlines,Tokyo,2024-06-14 09:57:00,On Time
FL-2670,CX101,Cathay Pacific,Hong Kong,2024-06-14 10:30:00,On Time
FL-2671,KE601,Korean Air,Seoul,2024-06-14 11:31:00,On Time
FL-2672,QF7,Qantas,Los Angeles,2024-06-14 11:52:00,On Time
FL-2673,CX103,Cathay Pacific,Hong Kong,2024-06-14 15:44:00,On Time
FL-2674,QF1,Qantas,Singapore,2024-06-14 16:35:00,On Time
FL-2675,QR007,Qatar Airways,Doha,2024-06-14 20:50:00,Delayed
FL-2676,EK413,Emirates,Dubai,2024-06-14 21:07:00,On Time
FL-2677,GA715,Garuda Indonesia,Bali,2024-06-15 07:27:00,On Time
FL-2678,TR13,Scoot,Singapore,2024-06-15 07:46:00,On Time
FL-2679,SQ211,Singapore Airlines,Singapore,2024-06-15 07:58:00,On Time
FL-2680,TG476,Thai Airways,Bangkok,2024-06-15 08:58:00,On Time
FL-2681,MU502,China Eastern,Shanghai,2024-06-15 09:13:00,On Time
FL-2682,PR211,Philippine Airlines,Manila,2024-06-15 09:30:00,On Time
FL-2683,OZ602,Asiana Airlines,Seoul,2024-06-15 09:50:00,On Time
FL-2684,JL771,Japan Airlines,Tokyo,2024-06-15 10:02:00,On Time
FL-2685,CX101,Cathay Pacific,Hong Kong,2024-06-15 10:26:00,On Time
FL-2686,NH880,ANA,Tokyo,2024-06-15 11:11:00,Cancelled
FL-2687,KE601,Korean Air,Seoul,2024-06-15 11:27:00,On Time
FL-2688,QF7,Qantas,Los Angeles,2024-06-15 11:53:00,On Time
FL-2689,SQ213,Singapore Airlines,Singapore,2024-06-15 13:30:00,Delayed
FL-2690,QF1,Qantas,Singapore,2024-06-15 16:26:00,On Time
FL-2691,UA839,United Airlines,Los Angeles,2024-06-15 21:01:00,On Time
FL-2692,EK413,Emirates,Dubai,2024-06-15 21:05:00,On Time
FL-2693,GA715,Garuda Indonesia,Bali,2024-06-16 07:33:00,Delayed
FL-2694,SQ211,Singapore Airlines,Singapore,2024-06-16 08:02:00,On Time
FL-2695,5J32,Cebu Pacific,Manila,2024-06-16 08:04:00,On Time
FL-2696,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-16 08:49:00,Delayed
FL-2697,TG476,Thai Airways,Bangkok,2024-06-16 09:02:00,On Time
FL-2698,MU502,China Eastern,Shanghai,2024-06-16 09:20:00,On Time
FL-2699,PR211,Philippine Airlines,Manila,2024-06-16 09:25:00,On Time
FL-2700,OZ602,Asiana Airlines,Seoul,2024-06-16 09:45:00,On Time
FL-2701,JL771,Japan Airlines,Tokyo,2024-06-16 10:04:00,On Time
FL-2702,CA781,Air China,Beijing,2024-06-16 10:05:00,Delayed
FL-2703,CX101,Cathay Pacific,Hong Kong,2024-06-16 10:29:00,On Time
FL-2704,NH880,ANA,Tokyo,2024-06-16 11:12:00,Delayed
FL-2705,KE601,Korean Air,Seoul,2024-06-16 11:25:00,Delayed
FL-2706,QF7,Qantas,Los Angeles,2024-06-16 11:51:00,On Time
FL-2707,SQ213,Singapore Airlines,Singapore,2024-06-16 13:35:00,On Time
FL-2708,CX103,Cathay Pacific,Hong Kong,2024-06-16 15:44:00,On Time
FL-2709,QF1,Qantas,Singapore,2024-06-16 16:27:00,On Time
FL-2710,QR007,Qatar Airways,Doha,2024-06-16 20:50:00,On Time
FL-2711,UA839,United Airlines,Los Angeles,2024-06-16 21:00:00,On Time
FL-2712,EK413,Emirates,Dubai,2024-06-16 21:15:00,On Time
FL-2713,GA715,Garuda Indonesia,Bali,2024-06-17 07:27:00,On Time
FL-2714,SQ211,Singapore Airlines,Singapore,2024-06-17 07:55:00,On Time
FL-2715,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-17 08:40:00,On Time
FL-2716,TG476,Thai Airways,Bangkok,2024-06-17 09:00:00,On Time
FL-2717,MU502,China Eastern,Shanghai,2024-06-17 09:16:00,On Time
FL-2718,PR211,Philippine Airlines,Manila,2024-06-17 09:29:00,On Time
FL-2719,OZ602,Asiana Airlines,Seoul,2024-06-17 09:43:00,On Time
FL-2720,JL771,Japan Airlines,Tokyo,2024-06-17 10:01:00,On Time
FL-2721,CX101,Cathay Pacific,Hong Kong,2024-06-17 10:32:00,On Time
FL-2722,KE601,Korean Air,Seoul,2024-06-17 11:32:00,On Time
FL-2723,QF7,Qantas,Los Angeles,2024-06-17 11:52:00,On Time
FL-2724,SQ213,Singapore Airlines,Singapore,2024-06-17 13:26:00,On Time
FL-2725,CX103,Cathay Pacific,Hong Kong,2024-06-17 15:44:00,On Time
FL-2726,QF1,Qantas,Singapore,2024-06-17 16:26:00,On Time
FL-2727,QR007,Qatar Airways,Doha,2024-06-17 20:40:00,On Time
FL-2728,EK413,Emirates,Dubai,2024-06-17 21:12:00,On Time
FL-2729,GA715,Garuda Indonesia,Bali,2024-06-18 07:29:00,Delayed
FL-2730,TR13,Scoot,Singapore,2024-06-18 07:46:00,On Time
FL-2731,SQ211,Singapore Airlines,Singapore,2024-06-18 07:56:00,On Time
FL-2732,5J32,Cebu Pacific,Manila,2024-06-18 08:04:00,Delayed
FL-2733,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-18 08:47:00,On Time
FL-2734,MU502,China Eastern,Shanghai,2024-06-18 09:13:00,On Time
FL-2735,CA781,Air China,Beijing,2024-06-18 09:57:00,On Time
FL-2736,JL771,Japan Airlines,Tokyo,2024-06-18 09:59:00,On Time
FL-2737,CX101,Cathay Pacific,Hong Kong,2024-06-18 10:30:00,Delayed
FL-2738,NH880,ANA,Tokyo,2024-06-18 11:11:00,On Time
FL-2739,KE601,Korean Air,Seoul,2024-06-18 11:33:00,On Time
FL-2740,QF7,Qantas,Los Angeles,2024-06-18 11:51:00,On Time
FL-2741,QF1,Qantas,Singapore,2024-06-18 16:31:00,On Time
FL-2742,UA839,United Airlines,Los Angeles,2024-06-18 21:03:00,On Time
FL-2743,EK413,Emirates,Dubai,2024-06-18 21:05:00,On Time
FL-2744,GA715,Garuda Indonesia,Bali,2024-06-19 07:27:00,On Time
FL-2745,SQ211,Singapore Airlines,Singapore,2024-06-19 08:02:00,On Time
FL-2746,TG476,Thai Airways,Bangkok,2024-06-19 08:57:00,On Time
FL-2747,MU502,China Eastern,Shanghai,2024-06-19 09:11:00,On Time
FL-2748,PR211,Philippine Airlines,Manila,2024-06-19 09:33:00,On Time
FL-2749,OZ602,Asiana Airlines,Seoul,2024-06-19 09:42:00,On Time
FL-2750,JL771,Japan Airlines,Tokyo,2024-06-19 09:55:00,Delayed
FL-2751,CX101,Cathay Pacific,Hong Kong,2024-06-19 10:34:00,On Time
FL-2752,KE601,Korean Air,Seoul,2024-06-19 11:33:00,Delayed
FL-2753,QF7,Qantas,Los Angeles,2024-06-19 11:54:00,On Time
FL-2754,SQ213,Singapore Airlines,Singapore,2024-06-19 13:35:00,On Time
FL-2755,CX103,Cathay Pacific,Hong Kong,2024-06-19 15:41:00,On Time
FL-2756,QF1,Qantas,Singapore,2024-06-19 16:27:00,On Time
FL-2757,QR007,Qatar Airways,Doha,2024-06-19 20:48:00,On Time
FL-2758,EK413,Emirates,Dubai,2024-06-19 21:09:00,On Time
FL-2759,GA715,Garuda Indonesia,Bali,2024-06-20 07:32:00,On Time
FL-2760,TR13,Scoot,Singapore,2024-06-20 07:47:00,On Time
FL-2761,SQ211,Singapore Airlines,Singapore,2024-06-20 08:02:00,On Time
FL-2762,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-20 08:50:00,On Time
FL-2763,TG476,Thai Airways,Bangkok,2024-06-20 08:55:00,On Time
FL-2764,MU502,China Eastern,Shanghai,2024-06-20 09:17:00,On Time
FL-2765,JL771,Japan Airlines,Tokyo,2024-06-20 09:55:00,On Time
FL-2766,CA781,Air China,Beijing,2024-06-20 09:59:00,On Time
FL-2767,CX101,Cathay Pacific,Hong Kong,2024-06-20 10:34:00,Delayed
FL-2768,NH880,ANA,Tokyo,2024-06-20 11:10:00,On Time
FL-2769,KE601,Korean Air,Seoul,2024-06-20 11:33:00,On Time
FL-2770,QF7,Qantas,Los Angeles,2024-06-20 11:53:00,On Time
FL-2771,SQ213,Singapore Airlines,Singapore,2024-06-20 13:26:00,Delayed
FL-2772,QF1,Qantas,Singapore,2024-06-20 16:33:00,On Time
FL-2773,UA839,United Airlines,Los Angeles,2024-06-20 20:58:00,On Time
FL-2774,EK413,Emirates,Dubai,2024-06-20 21:07:00,On Time
FL-2775,GA715,Garuda Indonesia,Bali,2024-06-21 07:31:00,On Time
FL-2776,SQ211,Singapore Airlines,Singapore,2024-06-21 07:57:00,On Time
FL-2777,5J32,Cebu Pacific,Manila,2024-06-21 07:59:00,On Time
FL-2778,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-21 08:47:00,On Time
FL-2779,MU502,China Eastern,Shanghai,2024-06-21 09:16:00,On Time
FL-2780,PR211,Philippine Airlines,Manila,2024-06-21 09:32:00,On Time
FL-2781,OZ602,Asiana Airlines,Seoul,2024-06-21 09:48:00,On Time
FL-2782,JL771,Japan Airlines,Tokyo,2024-06-21 10:01:00,On Time
FL-2783,CX101,Cathay Pacific,Hong Kong,2024-06-21 10:31:00,Delayed
FL-2784,KE601,Korean Air,Seoul,2024-06-21 11:32:00,On Time
FL-2785,QF7,Qantas,Los Angeles,2024-06-21 11:53:00,On Time
FL-2786,CX103,Cathay Pacific,Hong Kong,2024-06-21 15:44:00,On Time
FL-2787,QF1,Qantas,Singapore,2024-06-21 16:33:00,On Time
FL-2788,QR007,Qatar Airways,Doha,2024-06-21 20:47:00,Delayed
FL-2789,EK413,Emirates,Dubai,2024-06-21 21:10:00,On Time
FL-2790,GA715,Garuda Indonesia,Bali,2024-06-22 07:34:00,On Time
FL-2791,TR13,Scoot,Singapore,2024-06-22 07:50:00,On Time
FL-2792,SQ211,Singapore Airlines,Singapore,2024-06-22 07:59:00,On Time
FL-2793,TG476,Thai Airways,Bangkok,2024-06-22 08:55:00,On Time
FL-2794,MU502,China Eastern,Shanghai,2024-06-22 09:18:00,On Time
FL-2795,PR211,Philippine Airlines,Manila,2024-06-22 09:32:00,On Time
FL-2796,OZ602,Asiana Airlines,Seoul,2024-06-22 09:46:00,On Time
FL-2797,JL771,Japan Airlines,Tokyo,2024-06-22 09:59:00,On Time
FL-2798,CX101,Cathay Pacific,Hong Kong,2024-06-22 10:35:00,On Time
FL-2799,NH880,ANA,Tokyo,2024-06-22 11:13:00,On Time
FL-2800,KE601,Korean Air,Seoul,2024-06-22 11:33:00,On Time
FL-2801,QF7,Qantas,Los Angeles,2024-06-22 11:54:00,On Time
FL-2802,SQ213,Singapore Airlines,Singapore,2024-06-22 13:35:00,On Time
FL-2803,QF1,Qantas,Singapore,2024-06-22 16:25:00,On Time
FL-2804,UA839,United Airlines,Los Angeles,2024-06-22 21:00:00,On Time
FL-2805,EK413,Emirates,Dubai,2024-06-22 21:12:00,On Time
FL-2806,GA715,Garuda Indonesia,Bali,2024-06-23 07:29:00,On Time
FL-2807,SQ211,Singapore Airlines,Singapore,2024-06-23 08:00:00,On Time
FL-2808,5J32,Cebu Pacific,Manila,2024-06-23 08:05:00,Delayed
FL-2809,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-23 08:42:00,On Time
FL-2810,TG476,Thai Airways,Bangkok,2024-06-23 08:56:00,On Time
FL-2811,MU502,China Eastern,Shanghai,2024-06-23 09:13:00,On Time
FL-2812,PR211,Philippine Airlines,Manila,2024-06-23 09:30:00,On Time
FL-2813,OZ602,Asiana Airlines,Seoul,2024-06-23 09:45:00,On Time
FL-2814,JL771,Japan Airlines,Tokyo,2024-06-23 09:56:00,On Time
FL-2815,CA781,Air China,Beijing,2024-06-23 09:59:00,On Time
FL-2816,CX101,Cathay Pacific,Hong Kong,2024-06-23 10:28:00,On Time
FL-2817,NH880,ANA,Tokyo,2024-06-23 11:19:00,On Time
FL-2818,KE601,Korean Air,Seoul,2024-06-23 11:32:00,On Time
FL-2819,QF7,Qantas,Los Angeles,2024-06-23 11:52:00,On Time
FL-2820,SQ213,Singapore Airlines,Singapore,2024-06-23 13:27:00,On Time
FL-2821,CX103,Cathay Pacific,Hong Kong,2024-06-23 15:40:00,On Time
FL-2822,QF1,Qantas,Singapore,2024-06-23 16:30:00,On Time
FL-2823,QR007,Qatar Airways,Doha,2024-06-23 20:46:00,On Time
FL-2824,UA839,United Airlines,Los Angeles,2024-06-23 20:59:00,On Time
FL-2825,EK413,Emirates,Dubai,2024-06-23 21:07:00,Delayed
FL-2826,GA715,Garuda Indonesia,Bali,2024-06-24 07:31:00,On Time
FL-2827,SQ211,Singapore Airlines,Singapore,2024-06-24 08:02:00,On Time
FL-2828,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-24 08:50:00,On Time
FL-2829,TG476,Thai Airways,Bangkok,2024-06-24 08:59:00,On Time
FL-2830,MU502,China Eastern,Shanghai,2024-06-24 09:10:00,On Time
FL-2831,PR211,Philippine Airlines,Manila,2024-06-24 09:25:00,Delayed
FL-2832,OZ602,Asiana Airlines,Seoul,2024-06-24 09:40:00,On Time
FL-2833,JL771,Japan Airlines,Tokyo,2024-06-24 10:04:00,On Time
FL-2834,CX101,Cathay Pacific,Hong Kong,2024-06-24 10:29:00,On Time
FL-2835,KE601,Korean Air,Seoul,2024-06-24 11:25:00,On Time
FL-2836,QF7,Qantas,Los Angeles,2024-06-24 11:59:00,On Time
FL-2837,SQ213,Singapore Airlines,Singapore,2024-06-24 13:30:00,On Time
FL-2838,CX103,Cathay Pacific,Hong Kong,2024-06-24 15:42:00,On Time
FL-2839,QF1,Qantas,Singapore,2024-06-24 16:31:00,On Time
FL-2840,QR007,Qatar Airways,Doha,2024-06-24 20:45:00,On Time
FL-2841,EK413,Emirates,Dubai,2024-06-24 21:08:00,On Time
FL-2842,GA715,Garuda Indonesia,Bali,2024-06-25 07:35:00,On Time
FL-2843,TR13,Scoot,Singapore,2024-06-25 07:50:00,On Time
FL-2844,5J32,Cebu Pacific,Manila,2024-06-25 08:00:00,Delayed
FL-2845,SQ211,Singapore Airlines,Singapore,2024-06-25 08:04:00,On Time
FL-2846,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-25 08:48:00,On Time
FL-2847,MU502,China Eastern,Shanghai,2024-06-25 09:19:00,On Time
FL-2848,JL771,Japan Airlines,Tokyo,2024-06-25 09:55:00,On Time
FL-2849,CA781,Air China,Beijing,2024-06-25 10:04:00,On Time
FL-2850,CX101,Cathay Pacific,Hong Kong,2024-06-25 10:27:00,Delayed
FL-2851,NH880,ANA,Tokyo,2024-06-25 11:15:00,On Time
FL-2852,KE601,Korean Air,Seoul,2024-06-25 11:27:00,On Time
FL-2853,QF7,Qantas,Los Angeles,2024-06-25 11:51:00,On Time
FL-2854,QF1,Qantas,Singapore,2024-06-25 16:28:00,On Time
FL-2855,UA839,United Airlines,Los Angeles,2024-06-25 20:55:00,On Time
FL-2856,EK413,Emirates,Dubai,2024-06-25 21:14:00,Delayed
FL-2857,GA715,Garuda Indonesia,Bali,2024-06-26 07:34:00,On Time
FL-2858,SQ211,Singapore Airlines,Singapore,2024-06-26 08:00:00,On Time
FL-2859,TG476,Thai Airways,Bangkok,2024-06-26 09:04:00,On Time
FL-2860,MU502,China Eastern,Shanghai,2024-06-26 09:17:00,On Time
FL-2861,PR211,Philippine Airlines,Manila,2024-06-26 09:34:00,On Time
FL-2862,OZ602,Asiana Airlines,Seoul,2024-06-26 09:46:00,On Time
FL-2863,JL771,Japan Airlines,Tokyo,2024-06-26 09:57:00,On Time
FL-2864,CX101,Cathay Pacific,Hong Kong,2024-06-26 10:35:00,On Time
FL-2865,KE601,Korean Air,Seoul,2024-06-26 11:25:00,On Time
FL-2866,QF7,Qantas,Los Angeles,2024-06-26 11:53:00,On Time
FL-2867,SQ213,Singapore Airlines,Singapore,2024-06-26 13:32:00,On Time
FL-2868,CX103,Cathay Pacific,Hong Kong,2024-06-26 15:48:00,On Time
FL-2869,QF1,Qantas,Singapore,2024-06-26 16:30:00,On Time
FL-2870,QR007,Qatar Airways,Doha,2024-06-26 20:44:00,On Time
FL-2871,EK413,Emirates,Dubai,2024-06-26 21:10:00,On Time
FL-2872,GA715,Garuda Indonesia,Bali,2024-06-27 07:31:00,On Time
FL-2873,TR13,Scoot,Singapore,2024-06-27 07:48:00,On Time
FL-2874,SQ211,Singapore Airlines,Singapore,2024-06-27 08:02:00,On Time
FL-2875,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-27 08:46:00,On Time
FL-2876,TG476,Thai Airways,Bangkok,2024-06-27 08:59:00,On Time
FL-2877,MU502,China Eastern,Shanghai,2024-06-27 09:17:00,On Time
FL-2878,CA781,Air China,Beijing,2024-06-27 09:59:00,On Time
FL-2879,JL771,Japan Airlines,Tokyo,2024-06-27 10:02:00,On Time
FL-2880,CX101,Cathay Pacific,Hong Kong,2024-06-27 10:27:00,On Time
FL-2881,NH880,ANA,Tokyo,2024-06-27 11:12:00,On Time
FL-2882,KE601,Korean Air,Seoul,2024-06-27 11:35:00,On Time
FL-2883,QF7,Qantas,Los Angeles,2024-06-27 11:58:00,On Time
FL-2884,SQ213,Singapore Airlines,Singapore,2024-06-27 13:34:00,Delayed
FL-2885,QF1,Qantas,Singapore,2024-06-27 16:32:00,On Time
FL-2886,UA839,United Airlines,Los Angeles,2024-06-27 20:58:00,Delayed
FL-2887,EK413,Emirates,Dubai,2024-06-27 21:15:00,On Time
FL-2888,GA715,Garuda Indonesia,Bali,2024-06-28 07:33:00,On Time
FL-2889,SQ211,Singapore Airlines,Singapore,2024-06-28 08:00:00,Delayed
FL-2890,5J32,Cebu Pacific,Manila,2024-06-28 08:02:00,On Time
FL-2891,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-28 08:40:00,On Time
FL-2892,MU502,China Eastern,Shanghai,2024-06-28 09:13:00,On Time
FL-2893,PR211,Philippine Airlines,Manila,2024-06-28 09:27:00,On Time
FL-2894,OZ602,Asiana Airlines,Seoul,2024-06-28 09:49:00,On Time
FL-2895,JL771,Japan Airlines,Tokyo,2024-06-28 09:58:00,On Time
FL-2896,CX101,Cathay Pacific,Hong Kong,2024-06-28 10:33:00,On Time
FL-2897,KE601,Korean Air,Seoul,2024-06-28 11:30:00,On Time
FL-2898,QF7,Qantas,Los Angeles,2024-06-28 11:59:00,On Time
FL-2899,CX103,Cathay Pacific,Hong Kong,2024-06-28 15:41:00,On Time
FL-2900,QF1,Qantas,Singapore,2024-06-28 16:31:00,On Time
FL-2901,QR007,Qatar Airways,Doha,2024-06-28 20:44:00,On Time
FL-2902,EK413,Emirates,Dubai,2024-06-28 21:15:00,On Time
FL-2903,GA715,Garuda Indonesia,Bali,2024-06-29 07:26:00,On Time
FL-2904,TR13,Scoot,Singapore,2024-06-29 07:47:00,On Time
FL-2905,SQ211,Singapore Airlines,Singapore,2024-06-29 08:04:00,On Time
FL-2906,TG476,Thai Airways,Bangkok,2024-06-29 08:59:00,On Time
FL-2907,MU502,China Eastern,Shanghai,2024-06-29 09:14:00,On Time
FL-2908,PR211,Philippine Airlines,Manila,2024-06-29 09:26:00,Delayed
FL-2909,OZ602,Asiana Airlines,Seoul,2024-06-29 09:46:00,On Time
FL-2910,JL771,Japan Airlines,Tokyo,2024-06-29 10:00:00,On Time
FL-2911,CX101,Cathay Pacific,Hong Kong,2024-06-29 10:29:00,On Time
FL-2912,NH880,ANA,Tokyo,2024-06-29 11:14:00,On Time
FL-2913,KE601,Korean Air,Seoul,2024-06-29 11:27:00,On Time
FL-2914,QF7,Qantas,Los Angeles,2024-06-29 12:00:00,On Time
FL-2915,SQ213,Singapore Airlines,Singapore,2024-06-29 13:35:00,On Time
FL-2916,QF1,Qantas,Singapore,2024-06-29 16:34:00,On Time
FL-2917,UA839,United Airlines,Los Angeles,2024-06-29 20:55:00,On Time
FL-2918,EK413,Emirates,Dubai,2024-06-29 21:05:00,On Time
FL-2919,GA715,Garuda Indonesia,Bali,2024-06-30 07:29:00,On Time
FL-2920,5J32,Cebu Pacific,Manila,2024-06-30 07:57:00,On Time
FL-2921,SQ211,Singapore Airlines,Singapore,2024-06-30 08:01:00,On Time
FL-2922,MH122,Malaysia Airlines,Kuala Lumpur,2024-06-30 08:47:00,On Time
FL-2923,TG476,Thai Airways,Bangkok,2024-06-30 08:59:00,On Time
FL-2924,MU502,China Eastern,Shanghai,2024-06-30 09:20:00,Cancelled
FL-2925,PR211,Philippine Airlines,Manila,2024-06-30 09:28:00,On Time
FL-2926,OZ602,Asiana Airlines,Seoul,2024-06-30 09:44:00,On Time
FL-2927,CA781,Air China,Beijing,2024-06-30 09:59:00,On Time
FL-2928,JL771,Japan Airlines,Tokyo,2024-06-30 10:02:00,Delayed
FL-2929,CX101,Cathay Pacific,Hong Kong,2024-06-30 10:34:00,Delayed
FL-2930,NH880,ANA,Tokyo,2024-06-30 11:12:00,On Time
FL-2931,KE601,Korean Air,Seoul,2024-06-30 11:34:00,On Time
FL-2932,QF7,Qantas,Los Angeles,2024-06-30 11:51:00,On Time
FL-2933,SQ213,Singapore Airlines,Singapore,2024-06-30 13:25:00,On Time
FL-2934,CX103,Cathay Pacific,Hong Kong,2024-06-30 15:50:00,On Time
